sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-2084	1p	2	1	96369908	117053942.5	0.82	DIPLOID
MDL17-2084	2p	1	0	7992151	7992151	1	HETLOSS
MDL17-2084	2q	2	1	133337417	147943698	0.9	DIPLOID
MDL17-2084	3p	2	1	92016116	92016116	1	DIPLOID
MDL17-2084	4p	2	1	40742406	50638406	0.8	DIPLOID
MDL17-2084	4q	2	1	115549015	136875261	0.84	DIPLOID
MDL17-2084	5p	2	1	45523353.5	48132153.5	0.95	DIPLOID
MDL17-2084	5q	2	1	130859798.5	131974498.5	0.99	DIPLOID
MDL17-2084	6p	2	1	59085811	59085811	1	DIPLOID
MDL17-2084	6q	2	1	111447032	111447032	1	DIPLOID
MDL17-2084	7p	1	0	21866036.5	21866036.5	1	HETLOSS
MDL17-2084	8p	2	1	44742004.5	44742004.5	1	DIPLOID
MDL17-2084	8q	2	1	96399495.5	99646450.5	0.97	DIPLOID
MDL17-2084	9p	2	1	44441996.5	44441996.5	1	DIPLOID
MDL17-2084	9q	2	1	80473717.5	93669299.5	0.86	DIPLOID
MDL17-2084	10q	2	1	27943292	30071892	0.93	DIPLOID
MDL17-2084	11p	2	1	49522811	52611511	0.94	DIPLOID
MDL17-2084	11q	2	1	75422270	82000040	0.92	DIPLOID
MDL17-2084	12p	1	0	223200	223200	1	HETLOSS
MDL17-2084	12q	2	1	78705415	81138583	0.97	DIPLOID
MDL17-2084	13q	2	1	83185500	95657843	0.87	DIPLOID
MDL17-2084	15q	2	1	71131900	82086200	0.87	DIPLOID
MDL17-2084	16q	2	1	39966433	43707649	0.91	DIPLOID
MDL17-2084	17p	2	1	21146075	24565449.5	0.86	DIPLOID
MDL17-2084	17q	2	1	50832915	57297202.5	0.89	DIPLOID
MDL17-2084	18p	2	1	18113652.5	18113652.5	1	DIPLOID
MDL17-2084	18q	2	1	62086347.5	62086347.5	1	DIPLOID
MDL17-2084	19p	2	1	22156762	25686869	0.86	DIPLOID
MDL17-2084	20p	2	1	23663152	28076416	0.84	DIPLOID
MDL17-2084	22q	2	1	32081594	36752827	0.87	DIPLOID
MDL17-2084	23p	1	0	60217760.5	60217760.5	1	HETLOSS
MDL17-2084	23q	1	0	95289795.5	95289795.5	1	HETLOSS
