sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3107	1p	3	0	50635836	56721743.5	0.89	CNLOH & GAIN
X3107	2p	4	1	23150351	23150351	1	GAIN
X3107	2q	4	1	128312458	136802374	0.94	GAIN
X3107	4p	4	2	8698006	8698006	1	TETRAPLOID
X3107	4q	4	2	130319094	136947706	0.95	TETRAPLOID
X3107	5p	1	0	199900	199900	1	HETLOSS
X3107	6p	5	2	13769011	13769011	1	AMP
X3107	6q	5	2	101964330	108844521	0.94	AMP
X3107	8p	1	0	28979700	28979700	1	HETLOSS
X3107	8q	5	1	46315128	46850144	0.99	AMP
X3107	9p	1	0	21254100	21254100	1	HETLOSS
X3107	9q	2	1	40040125	40040125	1	DIPLOID
X3107	10q	2	0	51296588	51310779	1	CNLOH
X3107	11q	2	1	31652923	31652923	1	DIPLOID
X3107	12q	2	1	29868468	31202231	0.96	DIPLOID
X3107	13q	1	0	13552470	13552470	1	HETLOSS
X3107	14q	2	0	16841380	16959780	0.99	CNLOH
X3107	15q	3	1	26917300	26917300	1	GAIN
X3107	16p	2	1	35199396.5	35199396.5	1	DIPLOID
X3107	18p	3	1	18113552.5	18113552.5	1	GAIN
X3107	18q	4	2	51727827	62036254.5	0.83	TETRAPLOID
X3107	20p	2	0	12804679	12804679	1	CNLOH
X3107	21q	2	0	34569172	34569172	1	CNLOH
X3107	22q	2	0	35555095	36337340	0.98	CNLOH
X3107	23q	1	0	70698000	72004237	0.98	HETLOSS
