sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1269	1p	3	1	46889359.5	46889359.5	1	GAIN
X1269	1q	3	1	83387509.5	102759765.5	0.81	GAIN
X1269	3p	6	3	6327716	6327716	1	AMP (BALANCED)
X1269	3q	5	2	91023585	104333617	0.87	AMP
X1269	4p	1	0	283300	283300	1	HETLOSS
X1269	4q	2	0	98310741	105835831	0.93	CNLOH
X1269	5q	2	1	71655814	71671814	1	DIPLOID
X1269	6p	6	3	4017411	4064011	0.99	AMP (BALANCED)
X1269	6q	6	3	96120108	109985312	0.87	AMP (BALANCED)
X1269	8p	3	1	31740804.5	31740804.5	1	GAIN
X1269	9q	3	0	55442694	65392106	0.85	CNLOH & GAIN
X1269	10q	1	0	57349812	57455323	1	HETLOSS
X1269	13q	2	1	41417551	41546751	1	DIPLOID
X1269	14q	3	1	14380043	14380043	1	GAIN
X1269	15q	4	2	1123600	1123600	1	TETRAPLOID
X1269	16q	2	1	51591114.5	52273334.5	0.99	DIPLOID
X1269	19p	2	1	19909263	23012294	0.87	DIPLOID
X1269	21q	3	1	33143200	33143200	1	GAIN
X1269	23p	1	0	11359000	11359000	1	HETLOSS
