sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-2071	1p	2	1	105385189.5	123458989.5	0.85	DIPLOID
MDL17-2071	1q	2	1	124215898.5	125073547.5	0.99	DIPLOID
MDL17-2071	2p	1	0	4253551	4253551	1	HETLOSS
MDL17-2071	2q	2	1	131650527	147877390	0.89	DIPLOID
MDL17-2071	3p	2	1	92016116	92016116	1	DIPLOID
MDL17-2071	3q	2	1	104911092	105395198	1	DIPLOID
MDL17-2071	4p	2	1	41344806	50603106	0.82	DIPLOID
MDL17-2071	4q	2	1	135738041	139330338	0.97	DIPLOID
MDL17-2071	5p	2	1	48132553.5	48132553.5	1	DIPLOID
MDL17-2071	5q	2	1	125703678.5	130739362.5	0.96	DIPLOID
MDL17-2071	6p	2	1	59039111	59039111	1	DIPLOID
MDL17-2071	6q	2	1	108805397	111419825	0.98	DIPLOID
MDL17-2071	7p	2	1	59829136.5	59829136.5	1	DIPLOID
MDL17-2071	7q	2	1	80688632.5	99103387.5	0.81	DIPLOID
MDL17-2071	8q	2	1	100033197.5	100033197.5	1	DIPLOID
MDL17-2071	9p	2	1	44441996.5	44441996.5	1	DIPLOID
MDL17-2071	9q	2	1	93750515.5	93750515.5	1	DIPLOID
MDL17-2071	10q	2	1	81313403	85101186	0.96	DIPLOID
MDL17-2071	11p	2	1	49530011	52618211	0.94	DIPLOID
MDL17-2071	11q	2	1	82068195	82231463	1	DIPLOID
MDL17-2071	12p	2	1	35965129.5	35965129.5	1	DIPLOID
MDL17-2071	12q	2	1	97245050.5	97245050.5	1	DIPLOID
MDL17-2071	13q	2	1	96107924	96151191	1	DIPLOID
MDL17-2071	14q	2	1	85329176	88524691	0.96	DIPLOID
MDL17-2071	15q	2	1	80109500	81633700	0.98	DIPLOID
MDL17-2071	16p	2	1	32299771	33465971	0.97	DIPLOID
MDL17-2071	16q	2	1	43737613	43825613	1	DIPLOID
MDL17-2071	17p	2	1	20558568	24483211.5	0.84	DIPLOID
MDL17-2071	17q	2	1	51866855	57003177.5	0.91	DIPLOID
MDL17-2071	18p	2	0	18113652.5	18113652.5	1	CNLOH
MDL17-2071	18q	2	1	57831106	62085453.5	0.93	DIPLOID
MDL17-2071	19p	2	1	25161036	25732394	0.98	DIPLOID
MDL17-2071	19q	2	1	27425440	32626974	0.84	DIPLOID
MDL17-2071	20p	2	1	18187162	18187162	1	DIPLOID
MDL17-2071	20q	2	1	33985789	35462273	0.96	DIPLOID
MDL17-2071	21q	2	1	33729245	34018904	0.99	DIPLOID
MDL17-2071	22q	2	1	32683574	36199586	0.9	DIPLOID
MDL17-2071	23p	2	1	60122660.5	60200260.5	1	DIPLOID
MDL17-2071	23q	2	1	94497338.5	95515314.5	0.99	DIPLOID
