estimate	p_values	FDR
del16_5p14.3  	0	0.0956940644888576	0.483842770875864
amp4_3q21.3  	51	0.0957649100499994	0.483842770875864
amp12_5q31.3  	51	0.0957649100499994	0.483842770875864
amp19_9p22.3  	0	0.0957649100499994	0.483842770875864
amp24_11q14.2 	51	0.0957649100499994	0.483842770875864
amp28_13q33.1 	51	0.0957649100499994	0.483842770875864
del28_8q24.3  	0	0.0957649100499994	0.483842770875864
del34_11p15.5 	51	0.0957649100499994	0.483842770875864
amp18_8q24.13 	0.5	0.102582297374603	0.483842770875864
del59_19q13.2 	1	0.109788169344065	0.483842770875864
amp9_5p15.33 	1	0.1097957518518	0.483842770875864
amp10_5p13.2  	1	0.1097957518518	0.483842770875864
amp11_5q22.3  	50	0.1097957518518	0.483842770875864
amp40_19q13.33	1	0.1097957518518	0.483842770875864
del15_5p15.33 	1	0.1097957518518	0.483842770875864
del72_xp11.22 	50	0.1097957518518	0.483842770875864
del30_9q34.13 	49.5	0.11731787512573	0.483842770875864
amp21_10q21.2 	2	0.125403489071061	0.483842770875864
del11_3q21.3  	49	0.125403489071061	0.483842770875864
del23_7p11.2  	2	0.125403489071061	0.483842770875864
del35_11q14.3 	49	0.125403489071061	0.483842770875864
del60_19q13.42	3	0.141971790434006	0.483842770875864
del27_8q21.2  	48	0.142654363874746	0.483842770875864
del37_12p13.31	3	0.142654363874746	0.483842770875864
amp15_7q31.2  	3	0.142679941120599	0.483842770875864
amp17_8p23.1  	3	0.142679941120599	0.483842770875864
amp25_12p12.1 	3	0.142679941120599	0.483842770875864
del24_7q22.1  	3	0.142679941120599	0.483842770875864
amp20_9q33.2  	48	0.142688466559439	0.483842770875864
amp22_10q25.1 	3	0.142688466559439	0.483842770875864
amp39_19q13.12	3	0.142688466559439	0.483842770875864
del66_21q22.3 	48	0.142688466559439	0.483842770875864
amp27_12q14.3 	4	0.161737207588288	0.483842770875864
del53_18p11.21	47	0.161737207588288	0.483842770875864
del9_2q37.3  	47	0.161746160564556	0.483842770875864
del14_4q35.2  	47	0.161746160564556	0.483842770875864
del20_6q25.1  	47	0.161746160564556	0.483842770875864
del71_xp11.23 	46	0.182478506879105	0.483842770875864
amp26_12q13.11	5	0.182655995772081	0.483842770875864
del10_3p21.1  	46	0.182665334852471	0.483842770875864
del29_9p21.3  	46	0.182665334852471	0.483842770875864
del69_22q13.33	5	0.182665334852471	0.483842770875864
del40_14q11.2 	6	0.205332589235542	0.483842770875864
del12_3q29    	6	0.205429375428411	0.483842770875864
amp1_1q21.1  	6	0.205526132761429	0.483842770875864
amp7_4q28.1  	6	0.205526132761429	0.483842770875864
amp43_21q22.11	45	0.205526132761429	0.483842770875864
del1_1p36.33 	6	0.205526132761429	0.483842770875864
amp6_3q29    	7	0.230298630110822	0.510490003167779
del4_1q42.13 	7	0.230398143022626	0.510490003167779
del33_10q26.3 	7	0.230398143022626	0.510490003167779
amp36_17q21.2 	8	0.257338481599333	0.548509537031686
del26_8p23.1  	42	0.286184151466173	0.548509537031686
del25_7q35    	42	0.286348791601109	0.548509537031686
amp3_2q31.2  	9	0.286389935264332	0.548509537031686
amp35_16q24.1 	42	0.286389935264332	0.548509537031686
del52_17q25.1 	9	0.286389935264332	0.548509537031686
del58_19p12   	42	0.286389935264332	0.548509537031686
del70_22q13.33	42	0.286389935264332	0.548509537031686
del32_10q11.22	10	0.317372543685121	0.569626210927334
del22_7p22.1  	10	0.317537894815181	0.569626210927334
del6_2p11.2  	10	0.317579214941788	0.569626210927334
del48_16q24.3 	10	0.317579214941788	0.569626210927334
amp2_2q24.2  	11	0.350915367796479	0.610052870169264
del21_6q27    	40	0.350915367796479	0.610052870169264
del31_9q34.13 	39	0.384146448051789	0.651601589827983
amp30_14q13.3 	12	0.386347845296238	0.651601589827983
del56_19p13.2 	38	0.423968132080588	0.704535278310389
amp41_20q13.2 	37	0.463603402612679	0.717632664318257
del36_11q25   	37	0.463603402612679	0.717632664318257
del38_12q24.33	14	0.463603402612679	0.717632664318257
del57_19p13.12	37	0.463603402612679	0.717632664318257
del68_22q13.2 	14	0.463603402612679	0.717632664318257
del18_6p22.1  	36.5	0.484151342577374	0.739312185287071
del3_1p11.2  	36	0.505130628836282	0.75118465131856
del43_16p13.11	15	0.505221535400094	0.75118465131856
amp5_3q25.1  	16	0.548728222457246	0.784889735919858
amp33_16p13.13	16	0.548728222457246	0.784889735919858
amp44_21q22.3 	35	0.548728222457246	0.784889735919858
del13_4p16.1  	33	0.559852326987218	0.790791411869445
del39_13q11   	34	0.593344624437289	0.818571685284766
del45_16q11.2 	34	0.594007771622574	0.818571685284766
amp14_6q21    	33	0.640923755883765	0.842144004824017
del8_2q37.3  	18	0.640923755883765	0.842144004824017
del62_20q13.33	18	0.640923755883765	0.842144004824017
del73_xq28    	33	0.640923755883765	0.842144004824017
del19_6p21.33 	18.5	0.664940642872687	0.855968869921762
amp23_11q13.1 	32	0.689320063388321	0.855968869921762
amp34_16q13   	32	0.689320063388321	0.855968869921762
amp42_21q11.2 	19	0.689320063388321	0.855968869921762
del67_22q11.21	19	0.689320063388321	0.855968869921762
amp32_15q26.3 	31	0.739022339866827	0.869890879218244
del7_2q14.3  	20	0.739022339866827	0.869890879218244
del46_16q22.1 	20	0.739022339866827	0.869890879218244
del47_16q23.1 	20	0.739022339866827	0.869890879218244
del55_18q23   	31	0.739022339866827	0.869890879218244
del49_17p11.2 	21	0.785462135815041	0.875018606738657
amp38_19q12   	30	0.78983980431277	0.875018606738657
del51_17q11.2 	30	0.78983980431277	0.875018606738657
del54_18p11.21	21	0.78983980431277	0.875018606738657
del63_20q13.33	30	0.78983980431277	0.875018606738657
del65_21q22.3 	21	0.78983980431277	0.875018606738657
del64_21p11.2 	29	0.841286374613545	0.89714261430985
del41_15q11.1 	22	0.841500630789064	0.89714261430985
amp16_7q36.1  	22	0.841564071251622	0.89714261430985
amp29_14q11.2 	29	0.841567408113665	0.89714261430985
del50_17p11.2 	23	0.893965797328847	0.944094720543549
del42_15q11.2 	24	0.946875400354113	0.946876532570362
amp8_4q31.21 	27	0.946876532570362	0.946876532570362
amp13_6p22.2  	27	0.946876532570362	0.946876532570362
amp31_15q25.3 	27	0.946876532570362	0.946876532570362
amp37_17q23.3 	27	0.946876532570362	0.946876532570362
del5_2p23.3  	24	0.946876532570362	0.946876532570362
