sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL15-2291	1p	5	2	74481830	80580538	0.92	GAIN
MDL15-2291	2p	5	2	8223051	8223051	1	GAIN
MDL15-2291	4p	0	0	69700	69700	1	HOMDEL
MDL15-2291	7p	0	0	245000	245000	1	HOMDEL
MDL15-2291	9p	5	2	44441996.5	44441996.5	1	GAIN
MDL15-2291	9q	5	2	85363196.5	91599235.5	0.93	GAIN
MDL15-2291	12p	1	0	445800	445800	1	LOSS BEFORE & AFTER
MDL15-2291	13q	5	1	79954600	91522336	0.87	LOSS & GAIN
MDL15-2291	15q	4	2	57255300	57255300	1	TETRAPLOID
MDL15-2291	18p	4	2	7442852.5	7442852.5	1	TETRAPLOID
MDL15-2291	20p	6	3	25202700	27941590	0.9	AMP (BALANCED)
MDL15-2291	21q	5	2	30934065	33701504	0.92	GAIN
MDL15-2291	23p	1	0	9928600	9928600	1	LOSS BEFORE & AFTER
