sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL17-3392	A1BG	19	58345178	58353499	FALSE	762	0.0649491187018496	65	57353781	58549500	0.619558044347234	5	2	0.619558044347234	5	2	1195719	3	64	10	0	FALSE	AMP	PASS
MDL17-3392	A1CF	10	50799409	50885675	FALSE	414	0.28334107789372	80	48178000	52316400	0.692605821984385	6	NA	0.692605821984385	6	NA	4138400	NA	26	19	0	FALSE	AMP (many states)	PASS
MDL17-3392	A2M	12	9067664	9116229	FALSE	473	-0.050210559889444	55	8039700	11751600	0.679603490913635	4	NA	0.679603490913635	4	NA	3711900	NA	73	49	0	FALSE	GAIN (many states)	PASS
MDL17-3392	A2ML1	12	8822472	8887001	FALSE	473	-0.050210559889444	55	8039700	11751600	0.679603490913635	4	NA	0.679603490913635	4	NA	3711900	NA	73	42	0	FALSE	GAIN (many states)	PASS
MDL17-3392	A3GALT2	1	33306766	33321098	FALSE	5	-0.174058329519254	46	25362400	33324800	0.555717614839252	4	NA	0.555717614839252	4	NA	7962400	NA	131	7	0	FALSE	GAIN (many states)	PASS
MDL17-3392	A4GALT	22	42692112	42721298	FALSE	876	-0.328796775932571	34	42398100	43069808	0.695597693554417	3	0	0.695597693554417	3	0	671708	3	10	6	0	FALSE	CNLOH & GAIN	PASS
MDL17-3392	A4GNT	3	138123718	138132387	FALSE	172	0.13074493538288	69	132388425	138825400	0.695597693554417	5	0	0.695597693554417	5	0	6436975	5	39	5	1	FALSE	AMP (LOH)	PASS
MDL17-3392	AAAS	12	53307456	53324864	FALSE	474	0.0678357407665543	68	11751800	103164782	0.59622880437991	5	2	0.59622880437991	5	2	91412982	3	603	17	0	FALSE	AMP	suppress_segment_too_large
MDL17-3392	AACS	12	125065379	125143333	FALSE	493	-0.27447683217029	36	124817482	128696200	0.695597693554417	3	1	0.695597693554417	3	1	3878718	2	7	30	5	FALSE	GAIN	PASS
MDL17-3392	AADAC	3	151814037	151828488	FALSE	177	0.267053051602127	77	143011931	160280900	0.692605821984385	6	0	0.692605821984385	6	0	17268969	6	80	8	1	FALSE	AMP (LOH)	suppress_segment_too_large
MDL17-3392	AADACL2	3	151733916	151761339	FALSE	177	0.267053051602127	77	143011931	160280900	0.692605821984385	6	0	0.692605821984385	6	0	17268969	6	80	7	1	FALSE	AMP (LOH)	suppress_segment_too_large
MDL17-3392	AADACL3	1	12716115	12728759	FALSE	2	-0.0833108894696164	55	3766600	12776000	0.679603490913635	4	NA	0.679603490913635	4	NA	9009400	NA	94	9	0	FALSE	GAIN (many states)	PASS
MDL17-3392	AADACL4	1	12644547	12667086	FALSE	2	-0.0833108894696164	55	3766600	12776000	0.679603490913635	4	NA	0.679603490913635	4	NA	9009400	NA	94	8	0	FALSE	GAIN (many states)	PASS
MDL17-3392	AADAT	4	170060222	170091699	FALSE	211	-0.170454445417709	44	164943900	186190900	0.558825758824693	4	2	0.558825758824693	4	2	21247000	2	70	17	0	FALSE	TETRAPLOID	PASS
MDL17-3392	AAGAB	15	67201033	67255195	FALSE	534	-0.142886590160638	50	63590900	101650179	0.605913615202151	4	2	0.605913615202151	4	2	38059279	2	298	13	0	FALSE	TETRAPLOID	PASS
MDL17-3392	AAK1	2	69457997	69674349	FALSE	84	0.171707541737351	76	28404400	88885500	0.68995309727728	5	NA	0.68995309727728	5	NA	60481100	NA	318	33	0	FALSE	AMP (many states)	suppress_segment_too_large
MDL17-3392	AAMDC	11	77821109	77918432	FALSE	446	0.120513099646763	72	77179100	82900800	0.647166079815039	5	NA	0.647166079815039	5	NA	5721700	NA	21	22	0	FALSE	AMP (many states)	PASS
MDL17-3392	AAMP	2	218264123	218270257	FALSE	128	0.00855986966848784	56	209991900	219386400	0.695597693554417	4	1	0.695597693554417	4	1	9394500	3	73	15	0	FALSE	GAIN	PASS
