sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-3392	1p	5	2	43193152	52070662	0.83	GAIN
MDL17-3392	5q	3	1	97812418	110633643	0.88	LOSS AFTER
MDL17-3392	6p	0	0	104000	104000	1	HOMDEL
MDL17-3392	6q	3	1	97027178	104791278	0.93	LOSS AFTER
MDL17-3392	9q	5	0	39885848	48842195	0.82	CNLOH BEFORE & GAIN
MDL17-3392	10q	5	2	30333820	32162863	0.94	GAIN
MDL17-3392	11q	3	1	63165498	63165498	1	LOSS AFTER
MDL17-3392	12p	4	2	24225529.5	24225529.5	1	TETRAPLOID
MDL17-3392	15q	3	1	69013679	69328148	1	LOSS AFTER
MDL17-3392	16q	3	1	51910531.5	52933646.5	0.98	LOSS AFTER
MDL17-3392	18p	4	0	14085000	14085000	1	CNLOH BEFORE
MDL17-3392	20p	6	0	28149490	28149490	1	AMP (LOH)
MDL17-3392	20q	6	0	28885484	35621011	0.81	AMP (LOH)
MDL17-3392	21q	6	0	29896410	32467650	0.92	AMP (LOH)
MDL17-3392	22q	3	1	29298848	36298529	0.81	LOSS AFTER
MDL17-3392	23p	1	0	54811900	57726560.5	0.95	LOSS BEFORE & AFTER
MDL17-3392	23q	2	0	92972539.5	94142842.5	0.99	LOSS BEFORE
