sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-2565	1p	4	2	105922900	116945886.5	0.91	TETRAPLOID
MDL16-2565	2p	1	0	4253551	4253551	1	LOSS BEFORE & AFTER
MDL16-2565	3p	4	2	92016116	92016116	1	TETRAPLOID
MDL16-2565	3q	4	2	103454113	103467413	1	TETRAPLOID
MDL16-2565	4p	4	2	50674606	50674606	1	TETRAPLOID
MDL16-2565	4q	4	2	135079111	138431168	0.98	TETRAPLOID
MDL16-2565	5p	4	2	48132553.5	48132553.5	1	TETRAPLOID
MDL16-2565	5q	4	2	123302088.5	130273400.5	0.95	TETRAPLOID
MDL16-2565	6p	4	2	59085811	59085811	1	TETRAPLOID
MDL16-2565	7p	4	2	59829136.5	59829136.5	1	TETRAPLOID
MDL16-2565	7q	4	2	98397950.5	99376070.5	0.99	TETRAPLOID
MDL16-2565	8p	5	0	17418704.5	17418704.5	1	CNLOH BEFORE & GAIN
MDL16-2565	8q	5	0	96466725.5	100097739.5	0.96	CNLOH BEFORE & GAIN
MDL16-2565	9p	4	2	44441996.5	44441996.5	1	TETRAPLOID
MDL16-2565	9q	4	2	79315379.5	93731570.5	0.85	TETRAPLOID
MDL16-2565	10q	4	0	32110015	34804554	0.92	CNLOH BEFORE
MDL16-2565	11p	4	2	4630311	4630311	1	TETRAPLOID
MDL16-2565	13q	4	2	90882300	96147772	0.95	TETRAPLOID
MDL16-2565	14q	4	2	85214776	87928469	0.97	TETRAPLOID
MDL16-2565	15q	4	2	69084317	69084317	1	TETRAPLOID
MDL16-2565	16p	4	2	31903700	37270865.5	0.86	TETRAPLOID
MDL16-2565	18p	4	2	14495200	18042797.5	0.8	TETRAPLOID
MDL16-2565	18q	4	2	55403153	61356627.5	0.9	TETRAPLOID
MDL16-2565	19p	4	2	22193040	22193040	1	TETRAPLOID
MDL16-2565	20p	4	2	14612190	14612190	1	TETRAPLOID
MDL16-2565	20q	4	0	29538711	35083574	0.84	CNLOH BEFORE
MDL16-2565	23p	3	1	60224960.5	60224960.5	1	LOSS AFTER
MDL16-2565	23q	3	1	93968549.5	93968549.5	1	LOSS AFTER
