sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL18-3105	A1BG	19	58345178	58353499	FALSE	858	-0.472276999524537	32	58004477	58599300	0.742310327640487	3	NA	0.742310327640487	3	NA	594823	NA	27	10	0	FALSE	GAIN (many states)	PASS
MDL18-3105	A1CF	10	50799409	50885675	FALSE	471	-0.359158594494186	39	38363700	50845600	0.548488946533253	4	NA	0.548488946533253	4	NA	12481900	NA	65	19	0	TRUE	GAIN (many states)	PASS
MDL18-3105	A2M	12	9067664	9116229	FALSE	535	0.218820692968953	77	3659600	9208200	0.738957978028973	6	NA	0.738957978028973	6	NA	5548600	NA	97	49	0	FALSE	AMP (many states)	PASS
MDL18-3105	A2ML1	12	8822472	8887001	FALSE	535	0.218820692968953	77	3659600	9208200	0.738957978028973	6	NA	0.738957978028973	6	NA	5548600	NA	97	42	0	FALSE	AMP (many states)	PASS
MDL18-3105	A3GALT2	1	33306766	33321098	FALSE	10	-0.0611484636182496	58	32042400	65385900	0.624895834089668	5	NA	0.624895834089668	5	NA	33343500	NA	339	7	0	FALSE	AMP (many states)	suppress_segment_too_large
MDL18-3105	A4GALT	22	42692112	42721298	FALSE	945	-0.423989969607222	34	41237200	42817900	0.742310327640487	3	0	0.742310327640487	3	0	1580700	3	36	6	0	FALSE	CNLOH & GAIN	PASS
MDL18-3105	A4GNT	3	138123718	138132387	FALSE	206	0.101636978212939	69	136928000	139389776	0.636449686302246	6	NA	0.636449686302246	6	NA	2461776	NA	21	5	1	FALSE	AMP (many states)	PASS
MDL18-3105	AAAS	12	53307456	53324864	FALSE	542	-0.0169855314174129	62	53123800	57732300	0.660113037664822	5	NA	0.660113037664822	5	NA	4608500	NA	152	17	0	FALSE	AMP (many states)	PASS
MDL18-3105	AACS	12	125065379	125143333	FALSE	562	-0.517878462954644	27	124311756	125349549	0.742310327640487	3	1	0.742310327640487	3	1	1037793	2	8	30	5	FALSE	GAIN	PASS
MDL18-3105	AADAC	3	151814037	151828488	FALSE	212	0.308599787379441	81	143552523	156993100	0.738957978028973	6	1	0.738957978028973	6	1	13440577	5	60	8	1	FALSE	AMP	suppress_segment_too_large
MDL18-3105	AADACL2	3	151733916	151761339	FALSE	212	0.308599787379441	81	143552523	156993100	0.738957978028973	6	1	0.738957978028973	6	1	13440577	5	60	7	1	FALSE	AMP	suppress_segment_too_large
MDL18-3105	AADACL3	1	12716115	12728759	FALSE	3	-0.360041135351354	39	6549700	13115700	0.548488946533253	4	NA	0.548488946533253	4	NA	6566000	NA	85	9	0	FALSE	GAIN (many states)	PASS
MDL18-3105	AADACL4	1	12644547	12667086	FALSE	3	-0.360041135351354	39	6549700	13115700	0.548488946533253	4	NA	0.548488946533253	4	NA	6566000	NA	85	8	0	FALSE	GAIN (many states)	PASS
MDL18-3105	AADAT	4	170060222	170091699	FALSE	257	0.174040515862892	75	169106894	174977500	0.738957978028973	6	0	0.738957978028973	6	0	5870606	6	17	17	0	FALSE	AMP (LOH)	PASS
MDL18-3105	AAGAB	15	67201033	67255195	FALSE	613	-0.202814641895937	50	62242800	70094500	0.72057612493584	4	NA	0.72057612493584	4	NA	7851700	NA	74	13	0	FALSE	GAIN (many states)	PASS
MDL18-3105	AAK1	2	69457997	69674349	FALSE	93	0.124485981990843	73	37057400	70301700	0.68213974706791	6	NA	0.68213974706791	6	NA	33244300	NA	160	33	0	FALSE	AMP (many states)	suppress_segment_too_large
MDL18-3105	AAMDC	11	77821109	77918432	FALSE	514	-0.0422110925336979	62	75164200	78891500	0.660113037664822	5	NA	0.660113037664822	5	NA	3727300	NA	39	22	0	FALSE	AMP (many states)	PASS
MDL18-3105	AAMP	2	218264123	218270257	FALSE	149	-0.0883178397894779	51	216051600	219386400	0.512085563312554	6	3	0.512085563312554	6	3	3334800	3	57	15	0	FALSE	AMP (BALANCED)	PASS
MDL18-3105	AANAT	17	76453351	76470117	FALSE	747	0.00652672715546185	63	76087948	77307300	0.593096948651657	6	3	0.593096948651657	6	3	1219352	3	24	7	0	FALSE	AMP (BALANCED)	PASS
MDL18-3105	AAR2	20	36236459	36270918	FALSE	870	-0.242506583303764	43	36155437	44952000	0.422096884941173	6	2	0.422096884941173	6	2	8796563	4	69	8	0	FALSE	AMP	suppress_likely_unfocal_large_gain
MDL18-3105	AARD	8	116938199	116944487	FALSE	413	0.146628384493634	73	115605100	119819400	0.738957978028973	5	NA	0.738957978028973	5	NA	4214300	NA	15	2	0	FALSE	AMP (many states)	PASS
