sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-2508	1p	3	1	88957600	97652193	0.91	LOSS AFTER
MDL17-2508	2p	1	0	2755600	2755600	1	LOSS BEFORE & AFTER
MDL17-2508	3p	6	0	33350216	33350216	1	AMP (LOH)
MDL17-2508	4p	0	0	34600	34600	1	HOMDEL
MDL17-2508	4q	3	0	118343333	133113025	0.89	CNLOH BEFORE & LOSS
MDL17-2508	6p	3	0	59085811	59085811	1	CNLOH BEFORE & LOSS
MDL17-2508	8p	4	2	3059004.5	3059004.5	1	TETRAPLOID
MDL17-2508	9p	2	0	44441996.5	44441996.5	1	LOSS BEFORE
MDL17-2508	9q	2	0	84820365.5	91968899.5	0.92	LOSS BEFORE
MDL17-2508	11p	1	0	3088200	3088200	1	LOSS BEFORE & AFTER
MDL17-2508	11q	2	0	29115457	29523933	0.99	LOSS BEFORE
MDL17-2508	12p	3	0	6193929.5	6193929.5	1	CNLOH BEFORE & LOSS
MDL17-2508	12q	3	0	90167976.5	97010912.5	0.93	CNLOH BEFORE & LOSS
MDL17-2508	14q	3	1	84073900	87645109	0.96	LOSS AFTER
MDL17-2508	15q	2	0	19293900	21542300	0.9	LOSS BEFORE
MDL17-2508	16q	3	0	50356286.5	52933207.5	0.95	CNLOH BEFORE & LOSS
MDL17-2508	18p	3	1	12268952.5	12268952.5	1	LOSS AFTER
MDL17-2508	18q	3	1	62086347.5	62086347.5	1	LOSS AFTER
MDL17-2508	19p	2	0	16340834	16370034	1	LOSS BEFORE
MDL17-2508	19q	2	0	27630912	32099428	0.86	LOSS BEFORE
MDL17-2508	20p	2	0	28149490	28149490	1	LOSS BEFORE
MDL17-2508	23p	1	0	52447000	60140960.5	0.87	LOSS BEFORE & AFTER
MDL17-2508	23q	2	0	95518839.5	95518839.5	1	LOSS BEFORE
