sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1634	2p	2	1	93125051	93125051	1	DIPLOID
X1634	2q	2	1	148114149	148114149	1	DIPLOID
X1634	3q	2	1	105963097	105963097	1	DIPLOID
X1634	4p	1	0	50674606	50674606	1	HETLOSS
X1634	4q	1	0	139384394	139384394	1	HETLOSS
X1634	6p	2	1	59085911	59085911	1	DIPLOID
X1634	6q	2	1	111448389	111448389	1	DIPLOID
X1634	7p	1	0	49994700	50390700	0.99	HETLOSS
X1634	7q	3	1	95657524	95657524	1	GAIN
X1634	8p	1	0	40642500	40642500	1	HETLOSS
X1634	8q	3	1	58148800	58148800	1	GAIN
X1634	9p	1	0	7870296.5	7870296.5	1	HETLOSS
X1634	11p	1	0	49139900	49145300	1	HETLOSS
X1634	11q	1	0	52545700	52545700	1	HETLOSS
X1634	12q	1	0	95017656	95017656	1	HETLOSS
X1634	13q	1	0	87551000	87551000	1	HETLOSS
X1634	14q	2	1	88527946	88527946	1	DIPLOID
X1634	16p	2	1	37276513.5	37276513.5	1	DIPLOID
X1634	17p	1	0	18645721.5	18645721.5	1	HETLOSS
X1634	17q	1	0	58525162.5	58525162.5	1	HETLOSS
X1634	19q	2	1	32737873	32737873	1	DIPLOID
X1634	20p	2	1	28149590	28149590	1	DIPLOID
X1634	20q	2	1	36090610	36090610	1	DIPLOID
X1634	23p	1	0	59963760.5	59963760.5	1	HETLOSS
