sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL18-339	A1BG	19	58345178	58353499	FALSE	929	-0.0541283663526604	73	57776900	58599300	0.692953658746357	3	0	0.692953658746357	3	0	822400	3	39	10	0	FALSE	CNLOH & GAIN	PASS
MDL18-339	A1CF	10	50799409	50885675	FALSE	490	-0.190135475955906	64	48178000	54369300	0.596386886511974	3	NA	0.596386886511974	3	NA	6191300	NA	28	19	0	FALSE	GAIN (many states)	PASS
MDL18-339	A2M	12	9067664	9116229	FALSE	570	-0.076499448844287	71	7124400	9208200	0.692953658746357	3	NA	0.692953658746357	3	NA	2083800	NA	33	49	0	FALSE	GAIN (many states)	PASS
MDL18-339	A2ML1	12	8822472	8887001	FALSE	570	-0.076499448844287	71	7124400	9208200	0.692953658746357	3	NA	0.692953658746357	3	NA	2083800	NA	33	42	0	FALSE	GAIN (many states)	PASS
MDL18-339	A3GALT2	1	33306766	33321098	FALSE	8	-0.101568437654947	71	23015800	63396500	0.692953658746357	3	NA	0.692953658746357	3	NA	40380700	NA	460	7	0	FALSE	GAIN (many states)	PASS
MDL18-339	A4GALT	22	42692112	42721298	FALSE	1035	-0.372221788909052	51	42126611	43179700	0.692953658746357	3	1	0.692953658746357	3	1	1053089	2	16	6	0	FALSE	GAIN	PASS
MDL18-339	A4GNT	3	138123718	138132387	FALSE	225	-0.173944338598467	64	136928000	139369500	0.596386886511974	3	NA	0.596386886511974	3	NA	2441500	NA	21	5	1	FALSE	GAIN (many states)	PASS
MDL18-339	AAAS	12	53307456	53324864	FALSE	576	0.19682361418715	91	52647900	56731600	0.692953658746357	4	NA	0.692953658746357	4	NA	4083700	NA	132	17	0	FALSE	GAIN (many states)	PASS
MDL18-339	AACS	12	125065379	125143333	FALSE	600	-0.146366491960667	65	124334963	128705935	0.692953658746357	3	1	0.692953658746357	3	1	4370972	2	8	30	5	FALSE	GAIN	PASS
MDL18-339	AADAC	3	151814037	151828488	FALSE	231	0.0939479642100047	81	142842900	152458297	0.444730938679207	5	0	0.444730938679207	5	0	9615397	5	48	8	1	FALSE	AMP (LOH)	PASS
MDL18-339	AADACL2	3	151733916	151761339	FALSE	231	0.0939479642100047	81	142842900	152458297	0.444730938679207	5	0	0.444730938679207	5	0	9615397	5	48	7	1	FALSE	AMP (LOH)	PASS
MDL18-339	AADACL3	1	12716115	12728759	FALSE	2	-0.258178156887938	61	3769700	12793200	0.447283409505528	3	NA	0.447283409505528	3	NA	9023500	NA	95	9	0	FALSE	GAIN (many states)	PASS
MDL18-339	AADACL4	1	12644547	12667086	FALSE	2	-0.258178156887938	61	3769700	12793200	0.447283409505528	3	NA	0.447283409505528	3	NA	9023500	NA	95	8	0	FALSE	GAIN (many states)	PASS
MDL18-339	AADAT	4	170060222	170091699	FALSE	269	-0.165397314248125	65	169703900	185402400	0.692953658746357	3	1	0.692953658746357	3	1	15698500	2	46	17	0	FALSE	GAIN	PASS
MDL18-339	AAGAB	15	67201033	67255195	FALSE	650	-0.0917144997970285	71	64153900	85267500	0.692953658746357	3	NA	0.692953658746357	3	NA	21113600	NA	210	13	0	FALSE	GAIN (many states)	PASS
MDL18-339	AAK1	2	69457997	69674349	FALSE	101	0.195262523865696	91	26944700	86842400	0.692953658746357	4	NA	0.692953658746357	4	NA	59897700	NA	345	33	0	FALSE	GAIN (many states)	PASS
