sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-681	1p	4	2	97438389	97438389	1	TETRAPLOID
MDL17-681	2q	4	2	124243104	145269022	0.86	TETRAPLOID
MDL17-681	4p	4	2	40731106	40731106	1	TETRAPLOID
MDL17-681	4q	4	2	135529439	139331639	0.97	TETRAPLOID
MDL17-681	6p	4	2	59039111	59039111	1	TETRAPLOID
MDL17-681	6q	4	2	100556833	110466333	0.91	TETRAPLOID
MDL17-681	8p	4	2	33169204.5	33169204.5	1	TETRAPLOID
MDL17-681	8q	4	2	80477895.5	94327579.5	0.85	TETRAPLOID
MDL17-681	9p	4	2	44293996.5	44293996.5	1	TETRAPLOID
MDL17-681	9q	4	2	85744171.5	93279299.5	0.92	TETRAPLOID
MDL17-681	11p	4	2	35030211	35030211	1	TETRAPLOID
MDL17-681	11q	4	2	67205895	82202216	0.82	TETRAPLOID
MDL17-681	13q	4	2	88669700	94689235	0.94	TETRAPLOID
MDL17-681	14q	4	2	36309500	43300560	0.84	TETRAPLOID
MDL17-681	15q	4	2	66986867	69488026	0.96	TETRAPLOID
MDL17-681	18p	4	2	18113652.5	18113652.5	1	TETRAPLOID
MDL17-681	18q	4	2	62086347.5	62086347.5	1	TETRAPLOID
MDL17-681	19p	4	0	25737527	25737527	1	CNLOH BEFORE
MDL17-681	20p	4	0	28146907	28146907	1	CNLOH BEFORE
MDL17-681	23p	4	2	3945060.5	3945060.5	1	TETRAPLOID
