sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-377	1p	2	1	91679949.5	98644249.5	0.93	DIPLOID
MDL17-377	1q	2	1	119086481.5	125411655.5	0.95	DIPLOID
MDL17-377	2p	2	1	22837451	22837451	1	DIPLOID
MDL17-377	2q	2	1	129446288	146858944	0.88	DIPLOID
MDL17-377	3p	2	1	39685816	43809216	0.91	DIPLOID
MDL17-377	4p	1	0	9837100	9906800	0.99	HETLOSS
MDL17-377	4q	2	1	129167428	133035511	0.97	DIPLOID
MDL17-377	5p	2	1	45523353.5	48132153.5	0.95	DIPLOID
MDL17-377	5q	2	1	130709428.5	131691251.5	0.99	DIPLOID
MDL17-377	6q	2	1	105158107	105988681	0.99	DIPLOID
MDL17-377	7p	1	0	22977736.5	22977736.5	1	HETLOSS
MDL17-377	8q	2	1	97726640.5	100097636.5	0.98	DIPLOID
MDL17-377	9q	2	1	33216908	33596801	0.99	DIPLOID
MDL17-377	10q	2	1	61759305	67510416	0.91	DIPLOID
MDL17-377	11p	1	0	3098000	3098000	1	HETLOSS
MDL17-377	11q	2	1	57477612	62951276	0.91	DIPLOID
MDL17-377	12p	2	1	25471429.5	25471429.5	1	DIPLOID
MDL17-377	12q	2	1	96990181.5	97256381.5	1	DIPLOID
MDL17-377	13q	2	1	94484235	96148735	0.98	DIPLOID
MDL17-377	14q	2	1	38223511	43785624	0.87	DIPLOID
MDL17-377	18p	2	1	18113652.5	18113652.5	1	DIPLOID
MDL17-377	18q	2	1	57783591.5	61450878.5	0.94	DIPLOID
MDL17-377	19q	2	1	29746901	32181837	0.92	DIPLOID
MDL17-377	20p	2	1	28149313	28149313	1	DIPLOID
MDL17-377	20q	2	1	33518760	36078909	0.93	DIPLOID
MDL17-377	21q	2	1	30968450	34786100	0.89	DIPLOID
MDL17-377	22q	2	1	31325394	35507041	0.88	DIPLOID
MDL17-377	23p	1	0	60224260.5	60224260.5	1	HETLOSS
MDL17-377	23q	1	0	95287033.5	95287033.5	1	HETLOSS
