sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-4342	1p	4	2	12642555	12642555	1	TETRAPLOID
MDL16-4342	2q	4	2	146136539	146136539	1	TETRAPLOID
MDL16-4342	3p	4	2	6147316	6147316	1	TETRAPLOID
MDL16-4342	4p	4	2	40731106	40924606	1	TETRAPLOID
MDL16-4342	4q	4	2	139330218	139330218	1	TETRAPLOID
MDL16-4342	5q	4	2	112437563	118503605	0.95	TETRAPLOID
MDL16-4342	6q	4	2	96405908	106097741	0.91	TETRAPLOID
MDL16-4342	7q	4	2	81954047	82109747	1	TETRAPLOID
MDL16-4342	8q	4	2	49807270	52596047	0.95	TETRAPLOID
MDL16-4342	9p	4	2	44441996.5	44441996.5	1	TETRAPLOID
MDL16-4342	9q	4	2	91997588.5	92313488.5	1	TETRAPLOID
MDL16-4342	10q	4	2	78029331	87479713	0.89	TETRAPLOID
MDL16-4342	11q	4	2	51823568	61116241	0.85	TETRAPLOID
MDL16-4342	12q	4	2	77284621	79246821	0.98	TETRAPLOID
MDL16-4342	13q	4	2	94758235	94758235	1	TETRAPLOID
MDL16-4342	14q	4	2	39318666	42201116	0.93	TETRAPLOID
MDL16-4342	15q	4	2	1900948	1901332	1	TETRAPLOID
MDL16-4342	17p	4	2	21185122	24639473.5	0.86	TETRAPLOID
MDL16-4342	17q	4	2	53053885	56218624.5	0.94	TETRAPLOID
MDL16-4342	18p	4	2	7671253.5	7671253.5	1	TETRAPLOID
MDL16-4342	18q	4	2	52066612.5	62079612.5	0.84	TETRAPLOID
MDL16-4342	19p	4	2	25547427	25712438	0.99	TETRAPLOID
MDL16-4342	19q	4	2	29164181	32698131	0.89	TETRAPLOID
MDL16-4342	20p	4	2	28149490	28149490	1	TETRAPLOID
MDL16-4342	20q	4	2	35111910	36085989	0.97	TETRAPLOID
MDL16-4342	21q	4	2	34775101	34775101	1	TETRAPLOID
MDL16-4342	22q	4	2	31981980	35225886	0.91	TETRAPLOID
MDL16-4342	23q	2	0	86728039.5	95023336.5	0.91	LOSS BEFORE
