sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1605	1p	2	0	23601400	23601400	1	CNLOH
X1605	4p	1	0	6525400	6525400	1	HETLOSS
X1605	4q	2	0	108905139	109191839	1	CNLOH
X1605	6p	3	1	14891211	14891211	1	GAIN
X1605	6q	3	1	111448189	111448189	1	GAIN
X1605	8q	4	2	44146976	54102018	0.82	TETRAPLOID
X1605	9q	2	1	74915164	74915164	1	DIPLOID
X1605	10q	5	1	52944800	52944800	1	AMP
X1605	11q	3	1	49322098	49322098	1	GAIN
X1605	12q	3	0	56390236	56390236	1	CNLOH & GAIN
X1605	13q	4	1	26649988	26649988	1	GAIN
X1605	14q	3	1	88480246	88480246	1	GAIN
X1605	15q	2	1	53428562	53428562	1	DIPLOID
X1605	16p	2	0	33597313.5	33597313.5	1	CNLOH
X1605	16q	2	0	51350633.5	52933696.5	0.97	CNLOH
X1605	17p	1	0	11165792	13836247.5	0.81	HETLOSS
X1605	17q	3	0	53706175	58417796.5	0.92	CNLOH & GAIN
X1605	18p	3	1	7353752.5	7353752.5	1	GAIN
X1605	19p	4	2	15208188	15208188	1	TETRAPLOID
X1605	19q	4	2	24282957	30326006	0.8	TETRAPLOID
X1605	20p	4	2	18697890	18697890	1	TETRAPLOID
X1605	21q	3	1	28463519	34775530	0.82	GAIN
X1605	23p	2	1	5501560.5	5586460.5	0.98	DIPLOID
X1605	23q	2	1	81382203.5	94415425.5	0.86	DIPLOID
