sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-5262	1p	6	3	76796089	76796089	1	AMP (BALANCED)
MDL16-5262	4p	4	2	40742106	40742106	1	TETRAPLOID
MDL16-5262	4q	4	2	135462894	139332138	0.97	TETRAPLOID
MDL16-5262	5q	3	0	131678881	131678881	1	CNLOH BEFORE & LOSS
MDL16-5262	6p	3	0	48006211	48006211	1	CNLOH BEFORE & LOSS
MDL16-5262	6q	3	0	103733766	111344377	0.93	CNLOH BEFORE & LOSS
MDL16-5262	7p	4	2	32061436.5	32061436.5	1	TETRAPLOID
MDL16-5262	8q	4	2	37050837	43192402	0.86	TETRAPLOID
MDL16-5262	9p	3	0	44441996.5	44441996.5	1	CNLOH BEFORE & LOSS
MDL16-5262	9q	3	0	86182970.5	93755502.5	0.92	CNLOH BEFORE & LOSS
MDL16-5262	10q	3	0	81988707	83507762	0.98	CNLOH BEFORE & LOSS
MDL16-5262	11p	3	0	49411911	49411911	1	CNLOH BEFORE & LOSS
MDL16-5262	12p	4	2	35965129.5	35965129.5	1	TETRAPLOID
MDL16-5262	12q	4	2	97244297.5	97244297.5	1	TETRAPLOID
MDL16-5262	13q	6	3	89714700	91658659	0.98	AMP (BALANCED)
MDL16-5262	14q	3	0	84501304	87633970	0.96	CNLOH BEFORE & LOSS
MDL16-5262	16p	4	2	26049587	29687016	0.88	TETRAPLOID
MDL16-5262	18q	4	2	61325849.5	61325849.5	1	TETRAPLOID
MDL16-5262	19p	3	0	20978627	25736319	0.82	CNLOH BEFORE & LOSS
MDL16-5262	20p	4	2	23515931	28147498	0.84	TETRAPLOID
MDL16-5262	21q	3	0	31797969	34317202	0.93	CNLOH BEFORE & LOSS
MDL16-5262	23p	1	0	57756660.5	57756660.5	1	LOSS BEFORE & AFTER
MDL16-5262	23q	1	0	95036239.5	95036239.5	1	LOSS BEFORE & AFTER
