sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL16-3467	A1BG	19	58345178	58353499	FALSE	754	-0.257531129806124	53	58003300	58599300	NA	2	NA	NA	2	NA	596000	NA	28	10	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	A1CF	10	50799409	50885675	FALSE	393	-0.378014773929463	45	38363700	50845600	NA	2	NA	NA	2	NA	12481900	NA	65	19	0	TRUE	DIPLOID or CNLOH	PASS
MDL16-3467	A2M	12	9067664	9116229	FALSE	440	-0.0283339847622606	70	286100	9208200	0.596249391646471	3	NA	0.596249391646471	3	NA	8922100	NA	121	49	0	FALSE	GAIN (many states)	PASS
MDL16-3467	A2ML1	12	8822472	8887001	FALSE	440	-0.0283339847622606	70	286100	9208200	0.596249391646471	3	NA	0.596249391646471	3	NA	8922100	NA	121	42	0	FALSE	GAIN (many states)	PASS
MDL16-3467	A3GALT2	1	33306766	33321098	FALSE	4	-0.0108446827130106	70	22959000	112461700	0.596249391646471	3	1	0.596249391646471	3	1	89502700	2	713	7	0	FALSE	GAIN	PASS
MDL16-3467	A4GALT	22	42692112	42721298	FALSE	843	-0.515392888888773	37	42512283	42785553	NA	2	NA	NA	2	NA	273270	NA	6	6	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	A4GNT	3	138123718	138132387	FALSE	182	-0.202604477307575	54	133759400	138950167	1	2	1	1	2	1	5190767	1	31	5	1	FALSE	DIPLOID	PASS
MDL16-3467	AAAS	12	53307456	53324864	FALSE	445	0.0606486639785895	77	53173300	100404100	0.499776966657654	3	NA	0.499776966657654	3	NA	47230800	NA	313	17	0	FALSE	GAIN (many states)	PASS
MDL16-3467	AACS	12	125065379	125143333	FALSE	468	-0.248834094343939	49	124354600	132240700	1	2	1	1	2	1	7886100	1	25	30	5	FALSE	DIPLOID	PASS
MDL16-3467	AADAC	3	151814037	151828488	FALSE	187	0.0166613085316147	71	143043200	156988182	0.596249391646471	3	1	0.596249391646471	3	1	13944982	2	62	8	1	FALSE	GAIN	PASS
MDL16-3467	AADACL2	3	151733916	151761339	FALSE	187	0.0166613085316147	71	143043200	156988182	0.596249391646471	3	1	0.596249391646471	3	1	13944982	2	62	7	1	FALSE	GAIN	PASS
MDL16-3467	AADACL3	1	12716115	12728759	FALSE	2	-0.195713461089597	58	3769700	22526300	NA	2	NA	NA	2	NA	18756600	NA	218	9	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AADACL4	1	12644547	12667086	FALSE	2	-0.195713461089597	58	3769700	22526300	NA	2	NA	NA	2	NA	18756600	NA	218	8	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AADAT	4	170060222	170091699	FALSE	217	-0.317827010272816	48	169758100	173538000	NA	2	NA	NA	2	NA	3779900	NA	8	17	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AAGAB	15	67201033	67255195	FALSE	508	-0.113664836277389	66	66537300	100331124	NA	2	NA	NA	2	NA	33793824	NA	245	13	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AAK1	2	69457997	69674349	FALSE	91	0.0141244504775682	73	26792700	86930100	0.430525077361458	3	NA	0.430525077361458	3	NA	60137400	NA	347	33	0	FALSE	GAIN (many states)	PASS
MDL16-3467	AAMDC	11	77821109	77918432	FALSE	423	-0.0908851001992508	66	2949200	89717700	NA	2	NA	NA	2	NA	86768500	NA	901	22	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AAMP	2	218264123	218270257	FALSE	129	-0.105522902224912	66	217818200	218815000	NA	2	NA	NA	2	NA	996800	NA	22	15	0	FALSE	DIPLOID or CNLOH	PASS
MDL16-3467	AANAT	17	76453351	76470117	FALSE	631	-0.176013956975658	55	76083757	78460053	1	2	1	1	2	1	2376296	1	36	7	0	FALSE	DIPLOID	PASS
MDL16-3467	AAR2	20	36236459	36270918	FALSE	769	-0.0900738773439587	63	35454000	38346668	1	2	1	1	2	1	2892668	1	43	8	0	FALSE	DIPLOID	PASS
