sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL17-3055	A1BG	19	58345178	58353499	FALSE	677	-0.0649630464602295	72	54912939	58599300	0.739595302501139	3	1	0.739595302501139	3	1	3686361	2	146	10	0	FALSE	GAIN	PASS
MDL17-3055	A1CF	10	50799409	50885675	FALSE	350	-0.298563641922305	60	37144900	54023200	NA	2	NA	NA	2	NA	16878300	NA	77	19	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	A2M	12	9067664	9116229	FALSE	402	-0.0382985770664139	79	12200	9208200	0.626513867744815	3	NA	0.626513867744815	3	NA	9196000	NA	124	49	0	FALSE	GAIN (many states)	PASS
MDL17-3055	A2ML1	12	8822472	8887001	FALSE	402	-0.0382985770664139	79	12200	9208200	0.626513867744815	3	NA	0.626513867744815	3	NA	9196000	NA	124	42	0	FALSE	GAIN (many states)	PASS
MDL17-3055	A3GALT2	1	33306766	33321098	FALSE	4	0.0276828502313191	83	28491600	108713500	0.739595302501139	3	NA	0.739595302501139	3	NA	80221900	NA	546	7	0	FALSE	GAIN (many states)	PASS
MDL17-3055	A4GALT	22	42692112	42721298	FALSE	756	-0.147018689206028	68	42150088	43208100	0.739595302501139	3	0	0.739595302501139	3	0	1058012	3	16	6	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	A4GNT	3	138123718	138132387	FALSE	163	-0.0481679814686235	76	130621800	143266875	0.739595302501139	3	0	0.739595302501139	3	0	12645075	3	80	5	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AAAS	12	53307456	53324864	FALSE	406	0.0493081792277632	83	52648300	101383573	0.739595302501139	3	1	0.739595302501139	3	1	48735273	2	333	16	0	FALSE	GAIN	PASS
MDL17-3055	AACS	12	125065379	125143333	FALSE	425	-0.00575955057138006	76	123615378	125644200	0.739595302501139	3	0	0.739595302501139	3	0	2028822	3	17	30	5	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AADAC	3	151814037	151828488	FALSE	165	0.0223869656055347	80	146194268	154295545	0.739595302501139	3	0	0.739595302501139	3	0	8101277	3	45	7	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AADACL2	3	151733916	151761339	FALSE	165	0.0223869656055347	80	146194268	154295545	0.739595302501139	3	0	0.739595302501139	3	0	8101277	3	45	7	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AADACL3	1	12716115	12728759	FALSE	1	-0.537636775462853	46	13400	12755700	NA	2	NA	NA	2	NA	12742300	NA	165	9	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	AADACL4	1	12644547	12667086	FALSE	1	-0.537636775462853	46	13400	12755700	NA	2	NA	NA	2	NA	12742300	NA	165	8	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	AADAT	4	170060222	170091699	FALSE	193	-0.0606962506672127	72	154587452	174976700	0.739595302501139	3	1	0.739595302501139	3	1	20389248	2	65	17	0	FALSE	GAIN	PASS
MDL17-3055	AAGAB	15	67201033	67255195	FALSE	459	-0.117563469447036	75	32679700	72607600	0.48993134244418	3	NA	0.48993134244418	3	NA	39927900	NA	325	13	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AAK1	2	69457997	69674349	FALSE	66	0.0532714130045517	83	14300	87144000	0.739595302501139	3	NA	0.739595302501139	3	NA	87129700	NA	462	33	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AAMDC	11	77821109	77918432	FALSE	385	0.931720159356556	111	70661500	81038000	0.738199454047787	6	NA	0.738199454047787	6	NA	10376500	NA	97	22	0	FALSE	AMP (many states)	suppress_segment_too_large
MDL17-3055	AAMP	2	218264123	218270257	FALSE	113	0.0969871649950018	89	217817751	218274600	0.451639427889446	4	NA	0.451639427889446	4	NA	456849	NA	9	14	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AANAT	17	76453351	76470117	FALSE	565	-0.0655361967350236	72	76082000	78398114	0.739595302501139	3	1	0.739595302501139	3	1	2316114	2	36	7	0	FALSE	GAIN	PASS
MDL17-3055	AAR2	20	36236459	36270918	FALSE	690	-0.00156577691926192	77	34863345	37232305	0.739595302501139	3	0	0.739595302501139	3	0	2368960	3	43	8	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AARD	8	116938199	116944487	FALSE	307	-0.0265229896149466	76	112318900	124591400	0.739595302501139	3	0	0.739595302501139	3	0	12272500	3	43	2	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AARS	16	70252295	70289543	FALSE	496	0.0123372436935553	80	69343596	70692900	0.739595302501139	3	0	0.739595302501139	3	0	1349304	3	24	30	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AARS2	6	44299654	44313326	FALSE	238	0.0130831482586375	83	32046300	56640700	0.739595302501139	3	NA	0.739595302501139	3	NA	24594400	NA	278	27	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AARSD1	17	42950526	42964498	FALSE	547	0.0234905833403856	80	42564502	43783128	0.739595302501139	3	0	0.739595302501139	3	0	1218626	3	39	16	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AASDH	4	56338287	56387508	FALSE	184	-0.0259802509096574	79	48341800	102268142	0.626513867744815	3	NA	0.626513867744815	3	NA	53926342	NA	243	20	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AASDHPPT	11	106075501	106098710	FALSE	391	-0.493778107060677	44	103156875	108139118	0.616538259422081	2	0	0.616538259422081	2	0	4982243	2	22	8	0	FALSE	CNLOH	PASS
MDL17-3055	AASS	7	122075647	122144280	FALSE	276	0.347110228997193	97	117099905	123169180	0.739595302501139	4	0	0.739595302501139	4	0	6069275	4	21	26	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	AATF	17	36948875	37056871	FALSE	531	0.0204242551908278	83	36942651	37335300	0.739595302501139	3	NA	0.739595302501139	3	NA	392649	NA	3	20	0	FALSE	GAIN (many states)	PASS
MDL17-3055	AATK	17	81117295	81166077	FALSE	569	-0.0511540079609311	76	78803700	81253200	0.739595302501139	3	0	0.739595302501139	3	0	2449500	3	31	32	5	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABAT	16	8674565	8784575	FALSE	468	0.0785927702489549	85	2519200	11915500	0.410840050381905	4	2	0.410840050381905	4	2	9396300	2	115	28	0	FALSE	TETRAPLOID	PASS
MDL17-3055	ABCA1	9	104781002	104928237	FALSE	321	-0.485279549145033	46	12100	110016100	1	2	1	1	2	1	110004000	1	424	77	12	FALSE	DIPLOID	PASS
MDL17-3055	ABCA10	17	69147214	69244846	FALSE	561	-0.146250425873425	68	68936900	74941756	0.739595302501139	3	0	0.739595302501139	3	0	6004856	3	40	38	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCA12	2	214931542	215138428	FALSE	110	-0.0588396488919549	72	206028200	215037050	0.739595302501139	3	1	0.739595302501139	3	1	9008850	2	39	72	5	TRUE	GAIN	PASS
MDL17-3055	ABCA13	7	48171458	48647496	FALSE	260	0.351713954331889	98	19700	56116300	0.707572252217276	4	NA	0.707572252217276	4	NA	56096600	NA	292	109	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCA2	9	137007227	137028922	FALSE	347	-0.570480376676711	40	136326900	137461970	0.739595302501139	2	0	0.739595302501139	2	0	1135070	2	68	53	3	FALSE	CNLOH	PASS
MDL17-3055	ABCA3	16	2275881	2340746	FALSE	467	-0.167075361979396	71	11800	2514000	0.394934416131864	3	NA	0.394934416131864	3	NA	2502200	NA	116	52	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCA4	1	93992835	94121132	FALSE	4	0.0276828502313191	83	28491600	108713500	0.739595302501139	3	NA	0.739595302501139	3	NA	80221900	NA	546	76	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCA5	17	69244311	69327244	FALSE	561	-0.146250425873425	68	68936900	74941756	0.739595302501139	3	0	0.739595302501139	3	0	6004856	3	40	36	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCA6	17	69078702	69141888	FALSE	561	-0.146250425873425	68	68936900	74941756	0.739595302501139	3	0	0.739595302501139	3	0	6004856	3	40	41	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCA7	19	1040101	1065572	FALSE	592	-0.513884311388833	46	734300	10149100	1	2	1	1	2	1	9414800	1	283	49	0	FALSE	DIPLOID	PASS
MDL17-3055	ABCA8	17	68867292	68955392	FALSE	560	-0.0766580397961749	72	64583500	68933326	0.739595302501139	3	1	0.739595302501139	3	1	4349826	2	26	48	2	TRUE	GAIN	PASS
MDL17-3055	ABCA9	17	68974488	69061064	FALSE	561	-0.146250425873425	68	68936900	74941756	0.739595302501139	3	0	0.739595302501139	3	0	6004856	3	40	46	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCB1	7	87503633	87713323	FALSE	263	-0.650188499966448	38	71677400	90225000	NA	2	NA	NA	2	NA	18547600	NA	90	39	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCB10	1	229516582	229558695	FALSE	55	0.0180936443043759	80	228402300	234471252	0.739595302501139	3	0	0.739595302501139	3	0	6068952	3	42	13	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCB11	2	168915498	169031324	FALSE	94	-0.0254119323406017	76	166405578	169146998	0.739595302501139	3	0	0.739595302501139	3	0	2741420	3	11	38	5	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCB4	7	87401697	87480435	FALSE	263	-0.650188499966448	38	71677400	90225000	NA	2	NA	NA	2	NA	18547600	NA	90	34	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCB5	7	20615207	20777038	FALSE	260	0.351713954331889	98	19700	56116300	0.707572252217276	4	NA	0.707572252217276	4	NA	56096600	NA	292	32	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCB6	2	219209766	219219017	FALSE	114	-0.0417716160455479	77	218274800	219384642	0.739595302501139	3	0	0.739595302501139	3	0	1109842	3	41	24	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCB7	23	75051554	75156732	FALSE	765	-0.635673540999576	38	284100	103825800	0.739595302501139	2	0	0.739595302501139	2	0	103541700	2	507	22	0	FALSE	CNLOH	PASS
MDL17-3055	ABCB8	7	151028422	151047782	FALSE	295	-0.339355262932814	54	150791981	151400400	1	2	1	1	2	1	608419	1	23	28	0	FALSE	DIPLOID	PASS
MDL17-3055	ABCB9	12	122920951	122981649	FALSE	423	0.0273900202995855	80	122546241	123014100	0.739595302501139	3	0	0.739595302501139	3	0	467859	3	12	39	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCC1	16	15949577	16143074	FALSE	469	-0.0984896405644238	72	11915757	16188841	0.739595302501139	3	1	0.739595302501139	3	1	4273084	2	28	57	3	FALSE	GAIN	PASS
MDL17-3055	ABCC10	6	43427366	43450430	FALSE	238	0.0130831482586375	83	32046300	56640700	0.739595302501139	3	NA	0.739595302501139	3	NA	24594400	NA	278	39	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCC11	16	48166910	48247568	FALSE	480	-0.086347029351126	73	46500300	50308747	0.739595302501139	3	0	0.739595302501139	3	0	3808447	3	22	45	1	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCC12	16	48081006	48156018	FALSE	480	-0.086347029351126	73	46500300	50308747	0.739595302501139	3	0	0.739595302501139	3	0	3808447	3	22	46	2	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABCC2	10	99782640	99852594	FALSE	351	0.0213509680761464	83	54066800	100990866	0.739595302501139	3	1	0.739595302501139	3	1	46924066	2	294	41	0	FALSE	GAIN	PASS
MDL17-3055	ABCC3	17	50634777	50692252	FALSE	556	-0.0408823616778358	78	50465800	53824142	0.739595302501139	3	1	0.739595302501139	3	1	3358342	2	21	52	3	FALSE	GAIN	PASS
MDL17-3055	ABCC4	13	95019829	95301475	FALSE	437	-0.29890528945473	60	79548400	100670282	NA	2	NA	NA	2	NA	21121882	NA	36	39	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCC5	3	183919934	184018015	FALSE	172	-0.438845301291068	50	180679648	184036241	NA	2	NA	NA	2	NA	3356593	NA	18	46	2	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCC6	16	16148928	16223522	FALSE	469	-0.0984896405644238	72	11915757	16188841	0.739595302501139	3	1	0.739595302501139	3	1	4273084	2	28	52	10	TRUE	GAIN	PASS
MDL17-3055	ABCC8	11	17392498	17476879	FALSE	378	-0.0403667021077303	79	3228900	48420600	0.626513867744815	3	NA	0.626513867744815	3	NA	45191700	NA	353	61	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCC9	12	21797401	21942529	FALSE	404	0.0382027747787583	83	9433000	52426800	0.739595302501139	3	NA	0.739595302501139	3	NA	42993800	NA	301	42	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCD1	23	153724868	153744762	FALSE	775	-0.690977022629066	33	152967200	153784080	0.739595302501139	2	0	0.739595302501139	2	0	816880	2	21	16	1	FALSE	CNLOH	PASS
MDL17-3055	ABCD2	12	39550033	39619751	FALSE	404	0.0382027747787583	83	9433000	52426800	0.739595302501139	3	NA	0.739595302501139	3	NA	42993800	NA	301	16	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCD3	1	94418455	94518666	FALSE	4	0.0276828502313191	83	28491600	108713500	0.739595302501139	3	NA	0.739595302501139	3	NA	80221900	NA	546	25	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCD4	14	74285423	74303056	FALSE	444	-0.439328122428387	50	19877100	92161700	NA	2	NA	NA	2	NA	72284600	NA	479	25	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCE1	4	145097932	145129179	FALSE	190	-0.078454786179261	72	143880312	152975852	0.739595302501139	3	1	0.739595302501139	3	1	9095540	2	36	16	0	FALSE	GAIN	PASS
MDL17-3055	ABCF1	6	30571376	30597179	FALSE	236	-0.0125145329811081	79	24146400	31980700	0.626513867744815	3	NA	0.626513867744815	3	NA	7834300	NA	228	23	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCF2	7	151212490	151227230	FALSE	295	-0.339355262932814	54	150791981	151400400	1	2	1	1	2	1	608419	1	23	21	5	FALSE	DIPLOID	PASS
MDL17-3055	ABCF3	3	184186023	184194012	FALSE	173	-0.545823634026589	40	184036600	187286100	0.739595302501139	2	0	0.739595302501139	2	0	3249500	2	48	19	2	FALSE	CNLOH	PASS
MDL17-3055	ABCG1	21	42199689	42297244	FALSE	724	-0.416833897052915	50	42137700	42382666	NA	2	NA	NA	2	NA	244966	NA	7	36	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABCG2	4	88090264	88231322	FALSE	184	-0.0259802509096574	79	48341800	102268142	0.626513867744815	3	NA	0.626513867744815	3	NA	53926342	NA	243	22	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCG4	11	119149012	119162653	FALSE	395	-0.483039505491646	44	118972000	119373566	0.616538259422081	2	0	0.616538259422081	2	0	401566	2	22	18	0	FALSE	CNLOH	PASS
MDL17-3055	ABCG5	2	43812472	43838865	FALSE	66	0.0532714130045517	83	14300	87144000	0.739595302501139	3	NA	0.739595302501139	3	NA	87129700	NA	462	19	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABCG8	2	43831942	43882987	FALSE	66	0.0532714130045517	83	14300	87144000	0.739595302501139	3	NA	0.739595302501139	3	NA	87129700	NA	462	24	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABHD1	2	27123789	27130812	FALSE	66	0.0532714130045517	83	14300	87144000	0.739595302501139	3	NA	0.739595302501139	3	NA	87129700	NA	462	11	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABHD10	3	111979010	111993363	FALSE	144	0.0122184788202189	80	109061984	112123863	0.739595302501139	3	0	0.739595302501139	3	0	3061879	3	14	7	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABHD11	7	73736094	73738867	FALSE	263	-0.650188499966448	38	71677400	90225000	NA	2	NA	NA	2	NA	18547600	NA	90	9	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD12	20	25294743	25390983	FALSE	683	-0.207461197699013	64	25292413	32145492	0.739595302501139	2	0	0.739595302501139	2	0	6853079	2	29	24	4	FALSE	CNLOH	PASS
MDL17-3055	ABHD12B	14	50872160	50904970	FALSE	444	-0.439328122428387	50	19877100	92161700	NA	2	NA	NA	2	NA	72284600	NA	479	13	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD13	13	108218379	108234255	FALSE	440	0.270977877407763	93	107531100	110462881	0.401772054568717	5	2	0.401772054568717	5	2	2931781	3	8	4	0	FALSE	AMP	PASS
MDL17-3055	ABHD14A	3	51971426	51981199	FALSE	139	-0.453259512930443	50	30778200	91454400	NA	2	NA	NA	2	NA	60676200	NA	377	9	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD14A-ACY1	3	51974706	51989183	FALSE	139	-0.453259512930443	50	30778200	91454400	NA	2	NA	NA	2	NA	60676200	NA	377	20	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD14B	3	51968510	51983409	FALSE	139	-0.453259512930443	50	30778200	91454400	NA	2	NA	NA	2	NA	60676200	NA	377	14	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD15	17	29560547	29567137	FALSE	528	0.52822683493209	103	27772300	32373500	0.739595302501139	6	0	0.739595302501139	6	0	4601200	6	76	6	0	FALSE	AMP (LOH)	PASS
MDL17-3055	ABHD16A	6	31686949	31703444	FALSE	236	-0.0125145329811081	79	24146400	31980700	0.626513867744815	3	NA	0.626513867744815	3	NA	7834300	NA	228	25	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABHD16B	20	63861498	63862988	FALSE	711	-0.0839556485440849	73	63662386	64066500	0.739595302501139	3	0	0.739595302501139	3	0	404114	3	20	5	0	FALSE	CNLOH & GAIN	PASS
MDL17-3055	ABHD17A	19	1876810	1885547	FALSE	592	-0.513884311388833	46	734300	10149100	1	2	1	1	2	1	9414800	1	283	6	0	FALSE	DIPLOID	PASS
MDL17-3055	ABHD17B	9	71862452	71910931	FALSE	321	-0.485279549145033	46	12100	110016100	1	2	1	1	2	1	110004000	1	424	5	0	FALSE	DIPLOID	PASS
MDL17-3055	ABHD17C	15	80679684	80755621	FALSE	460	-0.300036572959497	60	72608300	84945300	NA	2	NA	NA	2	NA	12337000	NA	130	6	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD18	4	127965306	128039927	FALSE	187	-0.0579875291912357	72	127623579	143185800	0.739595302501139	3	1	0.739595302501139	3	1	15562221	2	35	14	0	FALSE	GAIN	PASS
MDL17-3055	ABHD2	15	89087459	89202360	FALSE	461	-0.070756738569883	75	84961700	89797800	0.48993134244418	3	NA	0.48993134244418	3	NA	4836100	NA	27	18	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABHD3	18	21650897	21704805	FALSE	579	0.285495593751385	96	20979900	22415790	0.591927209216843	4	NA	0.591927209216843	4	NA	1435890	NA	8	11	0	FALSE	GAIN (many states)	PASS
MDL17-3055	ABHD4	14	22598237	22613215	FALSE	444	-0.439328122428387	50	19877100	92161700	NA	2	NA	NA	2	NA	72284600	NA	479	14	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3055	ABHD5	3	43690108	43734371	FALSE	139	-0.453259512930443	50	30778200	91454400	NA	2	NA	NA	2	NA	60676200	NA	377	9	0	FALSE	DIPLOID or CNLOH	PASS
