sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
X1265	A1BG	19	58345178	58353499	FALSE	414	-0.472029491547358	20	57327900	58599200	0.884763528238621	1	0	0.884763528238621	1	0	1271300	1	68	11	2	FALSE	HETLOSS	PASS
X1265	A1CF	10	50799409	50885675	FALSE	214	0.20606139517196	35	37820500	73682900	NA	2	NA	NA	2	NA	35862400	NA	174	20	0	FALSE	DIPLOID or CNLOH	PASS
X1265	A2M	12	9067664	9116229	FALSE	247	0.178358542269364	35	8052800	46229700	NA	2	NA	NA	2	NA	38176900	NA	212	51	0	FALSE	DIPLOID or CNLOH	PASS
X1265	A2ML1	12	8822472	8887001	FALSE	247	0.178358542269364	35	8052800	46229700	NA	2	NA	NA	2	NA	38176900	NA	212	47	0	FALSE	DIPLOID or CNLOH	PASS
X1265	A3GALT2	1	33306766	33321098	FALSE	7	0.250930865276516	40	30410300	35853700	NA	2	NA	NA	2	NA	5443400	NA	75	8	0	FALSE	DIPLOID or CNLOH	PASS
X1265	A4GALT	22	42692112	42721298	FALSE	465	-0.614825591564259	14	42555900	43989000	0.884763528238621	1	0	0.884763528238621	1	0	1433100	1	19	6	3	FALSE	HETLOSS	PASS
X1265	A4GNT	3	138123718	138132387	FALSE	102	0.232448643486812	40	136327822	138162433	NA	2	NA	NA	2	NA	1834611	NA	10	5	0	FALSE	DIPLOID or CNLOH	PASS
X1265	AAAS	12	53307456	53324864	FALSE	248	0.233633344997183	40	46239700	57968000	NA	2	NA	NA	2	NA	11728300	NA	294	17	0	FALSE	DIPLOID or CNLOH	PASS
X1265	AACS	12	125065379	125143333	FALSE	259	0.203394108417711	33	123789900	132343200	1	2	1	1	2	1	8553300	1	30	31	3	FALSE	DIPLOID	PASS
X1265	AADAC	3	151814037	151828488	FALSE	103	0.172235996597663	33	138163300	158661058	1	2	1	1	2	1	20497758	1	108	8	3	FALSE	DIPLOID	PASS
X1265	AADACL2	3	151733916	151761339	FALSE	103	0.172235996597663	33	138163300	158661058	1	2	1	1	2	1	20497758	1	108	7	1	FALSE	DIPLOID	PASS
X1265	AADACL3	1	12716115	12728759	FALSE	4	-0.518168725121894	21	1959800	25246900	0.77027472566534	1	0	0.77027472566534	1	0	23287100	1	279	9	0	FALSE	HETLOSS	PASS
X1265	AADACL4	1	12644547	12667086	FALSE	4	-0.518168725121894	21	1959800	25246900	0.77027472566534	1	0	0.77027472566534	1	0	23287100	1	279	7	0	FALSE	HETLOSS	PASS
X1265	AADAT	4	170060222	170091699	FALSE	121	-0.668618831949362	12	168511787	190060300	0.884763528238621	1	0	0.884763528238621	1	0	21548513	1	68	17	1	FALSE	HETLOSS	PASS
X1265	AAGAB	15	67201033	67255195	FALSE	285	-0.627868116856769	16	23331400	80696100	0.860197057250683	1	0	0.860197057250683	1	0	57364700	1	461	16	0	FALSE	HETLOSS	PASS
X1265	AAK1	2	69457997	69674349	FALSE	54	0.204205203106655	35	24752100	94760900	NA	2	NA	NA	2	NA	70008800	NA	382	34	0	FALSE	DIPLOID or CNLOH	PASS
X1265	AAMDC	11	77821109	77918432	FALSE	239	0.175807116001843	33	75306600	102059065	1	2	1	1	2	1	26752465	1	115	22	0	FALSE	DIPLOID	PASS
X1265	AAMP	2	218264123	218270257	FALSE	75	0.734464190666383	53	217886573	218702100	0.863995712517792	3	NA	0.863995712517792	3	NA	815527	NA	20	14	0	FALSE	GAIN (many states)	PASS
X1265	AANAT	17	76453351	76470117	FALSE	346	0.242847120869337	36	75750289	80099556	0.884763528238621	2	0	0.884763528238621	2	0	4349267	2	70	7	0	FALSE	CNLOH	PASS
X1265	AAR2	20	36236459	36270918	FALSE	422	0.762943707047544	57	36125700	36700700	0.884763528238621	3	NA	0.884763528238621	3	NA	575000	NA	9	8	1	FALSE	GAIN (many states)	PASS
X1265	AARD	8	116938199	116944487	FALSE	181	0.158544641868553	34	112352467	122670500	1	2	1	1	2	1	10318033	1	23	2	0	FALSE	DIPLOID	PASS
X1265	AARS	16	70252295	70289543	FALSE	300	-0.570590043850814	18	70231317	70470400	0.813450678163547	1	0	0.813450678163547	1	0	239083	1	7	32	1	FALSE	HETLOSS	PASS
X1265	AARS2	6	44299654	44313326	FALSE	144	-0.667360212138802	13	44253300	109348600	0.884763528238621	1	0	0.884763528238621	1	0	65095300	1	222	28	0	FALSE	HETLOSS	PASS
X1265	AARSD1	17	42950526	42964498	FALSE	331	-0.588958251856631	14	42659979	45490700	0.884763528238621	1	0	0.884763528238621	1	0	2830721	1	80	16	0	FALSE	HETLOSS	PASS
X1265	AASDH	4	56338287	56387508	FALSE	115	-0.654181380831345	13	1744500	68478800	0.884763528238621	1	0	0.884763528238621	1	0	66734300	1	253	21	0	FALSE	HETLOSS	PASS
X1265	AASDHPPT	11	106075501	106098710	FALSE	241	0.127423059086545	32	102843500	107804840	NA	2	NA	NA	2	NA	4961340	NA	23	10	0	FALSE	DIPLOID or CNLOH	PASS
X1265	AASS	7	122075647	122144280	FALSE	171	0.166748358459714	34	107952162	128654352	1	2	1	1	2	1	20702190	1	72	28	3	FALSE	DIPLOID	PASS
X1265	AATF	17	36948875	37056871	FALSE	329	-0.631916739312202	16	36454800	38463213	0.860197057250683	1	0	0.860197057250683	1	0	2008413	1	25	20	0	FALSE	HETLOSS	PASS
X1265	AATK	17	81117295	81166077	FALSE	350	0.265153415363165	36	80963000	81683200	0.884763528238621	2	0	0.884763528238621	2	0	720200	2	20	31	3	FALSE	CNLOH	PASS
X1265	ABAT	16	8674565	8784575	FALSE	292	-0.609181906997023	14	2319500	14661900	0.884763528238621	1	0	0.884763528238621	1	0	12342400	1	129	26	0	FALSE	HETLOSS	PASS
X1265	ABCA1	9	104781002	104928237	FALSE	195	-0.648769592523819	12	68303500	110479650	0.884763528238621	1	0	0.884763528238621	1	0	42176150	1	202	76	8	FALSE	HETLOSS	PASS
