sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1928	1q	2	1	125451932.5	125451932.5	1	DIPLOID
X1928	2q	2	1	136591983	142810483	0.96	DIPLOID
X1928	3p	2	1	39688516	39688516	1	DIPLOID
X1928	3q	2	1	93710813	105961213	0.88	DIPLOID
X1928	6p	1	0	15873911	16020911	0.99	HETLOSS
X1928	6q	1	0	111448089	111448089	1	HETLOSS
X1928	7p	1	0	14635200	14635200	1	HETLOSS
X1928	8p	1	0	43279800	43480400	1	HETLOSS
X1928	8q	5	2	52120300	52120300	1	AMP
X1928	9q	2	1	56244323	61053623	0.92	DIPLOID
X1928	10p	2	1	39809301.5	39809301.5	1	DIPLOID
X1928	10q	2	1	93019301.5	93019301.5	1	DIPLOID
X1928	11p	1	0	8132200	8136000	1	HETLOSS
X1928	11q	2	1	59730200	62211198	0.96	DIPLOID
X1928	14q	2	1	79858215	82018415	0.97	DIPLOID
X1928	16p	1	0	37276013.5	37276013.5	1	HETLOSS
X1928	16q	1	0	52928433.5	52928433.5	1	HETLOSS
X1928	17p	1	0	20694147	24490668.5	0.84	HETLOSS
X1928	18p	2	1	18113452.5	18113452.5	1	DIPLOID
X1928	19q	2	1	28758973	32746375	0.88	DIPLOID
X1928	20p	2	1	28149590	28149590	1	DIPLOID
X1928	20q	2	1	35016410	35016410	1	DIPLOID
X1928	22q	1	0	36602079	36602079	1	HETLOSS
X1928	23p	2	1	60224860.5	60224860.5	1	DIPLOID
X1928	23q	2	1	93815695.5	93910384.5	1	DIPLOID
