sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL17-1665	A1BG	19	58345178	58353499	FALSE	834	-0.0226310960487773	65	57356300	58599300	0.726285639393728	3	1	0.726285639393728	3	1	1243000	2	67	10	0	FALSE	GAIN	PASS
MDL17-1665	A1CF	10	50799409	50885675	FALSE	425	-0.0231102334914641	68	48031300	54369300	0.726285639393728	3	NA	0.726285639393728	3	NA	6338000	NA	28	19	0	FALSE	GAIN (many states)	PASS
MDL17-1665	A2M	12	9067664	9116229	FALSE	492	-0.0114751227340753	68	7124200	9101700	0.726285639393728	3	NA	0.726285639393728	3	NA	1977500	NA	32	49	0	TRUE	GAIN (many states)	PASS
MDL17-1665	A2ML1	12	8822472	8887001	FALSE	492	-0.0114751227340753	68	7124200	9101700	0.726285639393728	3	NA	0.726285639393728	3	NA	1977500	NA	32	42	0	FALSE	GAIN (many states)	PASS
MDL17-1665	A3GALT2	1	33306766	33321098	FALSE	6	0.00216821257721555	73	22963100	62604800	0.726285639393728	3	NA	0.726285639393728	3	NA	39641700	NA	458	7	0	FALSE	GAIN (many states)	PASS
MDL17-1665	A4GALT	22	42692112	42721298	FALSE	930	-0.329652231219808	44	42126752	45541181	1	2	1	1	2	1	3414429	1	38	6	0	FALSE	DIPLOID	PASS
MDL17-1665	A4GNT	3	138123718	138132387	FALSE	201	0.197265498181628	82	138071600	140556400	0.645073906895952	4	2	0.645073906895952	4	2	2484800	2	21	5	1	FALSE	TETRAPLOID	PASS
MDL17-1665	AAAS	12	53307456	53324864	FALSE	499	0.2224719919418	88	52647900	57156200	0.691046382463767	4	NA	0.691046382463767	4	NA	4508300	NA	143	17	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AACS	12	125065379	125143333	FALSE	519	-0.0521187247687144	65	123848972	131106003	0.726285639393728	3	1	0.726285639393728	3	1	7257031	2	22	30	5	FALSE	GAIN	PASS
MDL17-1665	AADAC	3	151814037	151828488	FALSE	205	0.495076490528299	99	143121000	156291900	0.688346931092082	5	2	0.688346931092082	5	2	13170900	3	58	8	1	FALSE	AMP	suppress_segment_too_large
MDL17-1665	AADACL2	3	151733916	151761339	FALSE	205	0.495076490528299	99	143121000	156291900	0.688346931092082	5	2	0.688346931092082	5	2	13170900	3	58	7	1	FALSE	AMP	suppress_segment_too_large
MDL17-1665	AADACL3	1	12716115	12728759	FALSE	2	-0.157336768394414	60	3769700	12795400	0.585850433826598	3	NA	0.585850433826598	3	NA	9025700	NA	95	9	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AADACL4	1	12644547	12667086	FALSE	2	-0.157336768394414	60	3769700	12795400	0.585850433826598	3	NA	0.585850433826598	3	NA	9025700	NA	95	8	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AADAT	4	170060222	170091699	FALSE	238	-0.246380506227852	53	169703900	182915600	0.726285639393728	3	0	0.726285639393728	3	0	13211700	3	25	17	0	FALSE	CNLOH & GAIN	PASS
MDL17-1665	AAGAB	15	67201033	67255195	FALSE	575	-0.0229000993512377	68	64593200	100503900	0.726285639393728	3	NA	0.726285639393728	3	NA	35910700	NA	277	13	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AAK1	2	69457997	69674349	FALSE	93	0.126169872489529	81	26944700	71516200	0.588130095400656	4	NA	0.588130095400656	4	NA	44571500	NA	249	33	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AAMDC	11	77821109	77918432	FALSE	469	0.163048966794725	85	71594100	88567900	0.634576575967291	4	NA	0.634576575967291	4	NA	16973800	NA	115	22	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AAMP	2	218264123	218270257	FALSE	148	0.000543553585109269	69	217813600	219243495	0.726285639393728	3	1	0.726285639393728	3	1	1429895	2	41	15	0	FALSE	GAIN	PASS
MDL17-1665	AANAT	17	76453351	76470117	FALSE	699	-0.299624425275425	46	76000400	76572800	0.32227562115554	3	0	0.32227562115554	3	0	572400	3	21	7	0	FALSE	CNLOH & GAIN	PASS
MDL17-1665	AAR2	20	36236459	36270918	FALSE	843	0.114445391113287	81	35871600	36255700	0.588130095400656	4	NA	0.588130095400656	4	NA	384100	NA	5	8	0	TRUE	GAIN (many states)	PASS
MDL17-1665	AARD	8	116938199	116944487	FALSE	370	0.146378332193955	78	112383700	119930000	0.726285639393728	4	0	0.726285639393728	4	0	7546300	4	18	2	0	FALSE	CNLOH & GAIN	PASS
MDL17-1665	AARS	16	70252295	70289543	FALSE	616	0.0288986207813923	73	70203500	70361484	0.726285639393728	3	NA	0.726285639393728	3	NA	157984	NA	5	30	1	FALSE	GAIN (many states)	PASS
MDL17-1665	AARS2	6	44299654	44313326	FALSE	294	0.150871438056122	81	32085800	57938600	0.588130095400656	4	NA	0.588130095400656	4	NA	25852800	NA	284	26	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AARSD1	17	42950526	42964498	FALSE	661	0.160176301027417	85	42775542	43217379	0.634576575967291	4	NA	0.634576575967291	4	NA	441837	NA	21	16	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AASDH	4	56338287	56387508	FALSE	222	0.269403781341793	91	9985900	67716700	0.726285639393728	4	NA	0.726285639393728	4	NA	57730800	NA	157	20	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AASDHPPT	11	106075501	106098710	FALSE	472	0.133283101943029	81	103156875	107418089	0.588130095400656	4	NA	0.588130095400656	4	NA	4261214	NA	15	8	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AASS	7	122075647	122144280	FALSE	331	-0.209703625705453	56	117170983	122681457	0.46284357940907	3	NA	0.46284357940907	3	NA	5510474	NA	17	26	0	FALSE	GAIN (many states)	PASS
MDL17-1665	AATF	17	36948875	37056871	FALSE	652	0.0054050627111972	69	35117000	39864166	0.726285639393728	3	1	0.726285639393728	3	1	4747166	2	94	20	0	FALSE	GAIN	PASS
MDL17-1665	AATK	17	81117295	81166077	FALSE	709	-0.600746204382402	27	80707790	81551290	1	2	1	1	2	1	843500	1	14	32	5	FALSE	DIPLOID	PASS
MDL17-1665	ABAT	16	8674565	8784575	FALSE	582	0.0848966943517391	74	2514000	11462005	0.525888291314033	4	2	0.525888291314033	4	2	8948005	2	109	28	0	FALSE	TETRAPLOID	PASS
MDL17-1665	ABCA1	9	104781002	104928237	FALSE	393	0.0840838471593196	74	104695051	111756476	0.525888291314033	4	2	0.525888291314033	4	2	7061425	2	38	79	12	FALSE	TETRAPLOID	PASS
