sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-911	1p	2	1	120184600	121433600	0.99	DIPLOID
MDL17-911	3p	2	1	92016116	92016116	1	DIPLOID
MDL17-911	3q	2	1	105963097	105963097	1	DIPLOID
MDL17-911	4p	2	1	41344806	41474906	1	DIPLOID
MDL17-911	4q	2	1	135904584	139256884	0.98	DIPLOID
MDL17-911	5p	2	1	48132553.5	48132553.5	1	DIPLOID
MDL17-911	5q	2	1	111914010.5	132757932.5	0.84	DIPLOID
MDL17-911	6p	2	1	59085711	59085711	1	DIPLOID
MDL17-911	6q	2	1	104499734	111446169	0.94	DIPLOID
MDL17-911	7p	3	0	37975436.5	37975436.5	1	CNLOH & GAIN
MDL17-911	8q	4	0	50635234	52593534	0.96	CNLOH & GAIN
MDL17-911	9q	2	1	87010703.5	93737909.5	0.93	DIPLOID
MDL17-911	10q	2	0	26938468	32909726	0.82	CNLOH
MDL17-911	11q	2	1	69470168	72796353	0.95	DIPLOID
MDL17-911	12p	0	0	7000	7000	1	HOMDEL
MDL17-911	12q	3	0	32814500	32814500	1	CNLOH & GAIN
MDL17-911	13q	2	0	96153000	96153000	1	CNLOH
MDL17-911	15q	2	1	68970479	69284948	1	DIPLOID
MDL17-911	16p	2	0	28812600	32244100	0.89	CNLOH
MDL17-911	16q	2	0	43746800	43834800	1	CNLOH
MDL17-911	18p	2	0	18113652.5	18113652.5	1	CNLOH
MDL17-911	19p	2	0	19451249	24217610	0.8	CNLOH
MDL17-911	20p	2	0	28149490	28149490	1	CNLOH
MDL17-911	20q	2	0	35308882	36073803	0.98	CNLOH
MDL17-911	23p	1	0	57756360.5	57756360.5	1	HETLOSS
MDL17-911	23q	1	0	95517206.5	95517206.5	1	HETLOSS
