sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X451	2p	4	0	6367651	6367651	1	CNLOH & GAIN
X451	3p	4	0	13562116	13562116	1	CNLOH & GAIN
X451	3q	4	0	95594406	103336106	0.93	CNLOH & GAIN
X451	4p	0	0	39400	39400	1	HOMDEL
X451	5p	1	0	15800	15800	1	HETLOSS
X451	10q	3	0	52813456	55688556	0.95	CNLOH & GAIN
X451	11q	2	0	42682186	48552160	0.88	CNLOH
X451	14q	2	0	28303668	30177468	0.94	CNLOH
X451	15q	2	1	22651800	22895000	0.99	DIPLOID
X451	16p	2	1	28305200	33132184.5	0.85	DIPLOID
X451	17p	2	0	21187300	24417685.5	0.87	CNLOH
X451	18p	4	0	6541530.5	6542645.5	1	CNLOH & GAIN
X451	19p	4	0	18709255	18709255	1	CNLOH & GAIN
X451	19q	4	0	26821756	32450391	0.83	CNLOH & GAIN
X451	20p	4	2	20218200	24575640	0.82	TETRAPLOID
X451	22q	2	0	31758879	34980309	0.91	CNLOH
X451	23q	4	2	65262494	65913394	0.99	TETRAPLOID
