sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL18-2673	1p	2	1	103799189	121553291	0.85	DIPLOID
MDL18-2673	2p	1	0	4253551	4253551	1	HETLOSS
MDL18-2673	3p	1	0	80244100	80244100	1	HETLOSS
MDL18-2673	4p	2	0	40731106	50592106	0.81	CNLOH
MDL18-2673	4q	2	0	116442267	139157618	0.84	CNLOH
MDL18-2673	5q	1	0	89205783	89205783	1	HETLOSS
MDL18-2673	6p	1	0	2315600	2315600	1	HETLOSS
MDL18-2673	6q	1	0	89540463	89540463	1	HETLOSS
MDL18-2673	8p	1	0	44346004.5	44575104.5	0.99	HETLOSS
MDL18-2673	9p	1	0	33405300	33405300	1	HETLOSS
MDL18-2673	9q	1	0	74353014	74353014	1	HETLOSS
MDL18-2673	10q	2	1	71671246	83439733	0.86	DIPLOID
MDL18-2673	11p	1	0	26356811	26356811	1	HETLOSS
MDL18-2673	11q	1	0	70167177	70427459	1	HETLOSS
MDL18-2673	12q	2	0	34135422	34562586	0.99	CNLOH
MDL18-2673	13q	1	0	94051457	96137657	0.98	HETLOSS
MDL18-2673	16p	1	0	31969212	34947744	0.91	HETLOSS
MDL18-2673	17p	1	0	21209372	24632834.5	0.86	HETLOSS
MDL18-2673	18p	1	0	18113652.5	18113652.5	1	HETLOSS
MDL18-2673	18q	1	0	62086347.5	62086347.5	1	HETLOSS
MDL18-2673	19p	1	0	25243429	25723741	0.98	HETLOSS
MDL18-2673	20p	2	1	26617490	26640890	1	DIPLOID
MDL18-2673	21q	2	1	29318052	33436040	0.88	DIPLOID
MDL18-2673	22q	1	0	35626306	36687691	0.97	HETLOSS
MDL18-2673	23p	0	0	60224960.5	60224960.5	1	HOMDEL
