sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-2366	1p	2	0	17708274.5	19908465.5	0.89	CNLOH
MDL16-2366	3p	2	1	92016116	92016116	1	DIPLOID
MDL16-2366	4p	1	0	9932500	9932500	1	HETLOSS
MDL16-2366	6p	3	0	5677411	5677411	1	CNLOH & GAIN
MDL16-2366	6q	3	0	85574546	106178960	0.81	CNLOH & GAIN
MDL16-2366	8q	4	0	87335854	93111444	0.94	CNLOH & GAIN
MDL16-2366	9q	2	1	49537824	49995212	0.99	DIPLOID
MDL16-2366	10q	2	1	30822462	33117121	0.93	DIPLOID
MDL16-2366	11q	2	1	54486094	57479015	0.95	DIPLOID
MDL16-2366	12q	2	1	33404606	34688789	0.96	DIPLOID
MDL16-2366	13q	2	1	94225959	96120059	0.98	DIPLOID
MDL16-2366	14q	2	1	29181076	30773789	0.95	DIPLOID
MDL16-2366	17p	2	1	22146606.5	24482340.5	0.9	DIPLOID
MDL16-2366	17q	2	1	51806947.5	58313008.5	0.89	DIPLOID
MDL16-2366	18p	2	1	17999952.5	18073352.5	1	DIPLOID
MDL16-2366	20p	2	0	28149490	28149490	1	CNLOH
MDL16-2366	20q	2	0	33942489	35108217	0.97	CNLOH
MDL16-2366	22q	2	1	29591457	36784747	0.8	DIPLOID
MDL16-2366	23p	1	0	57756660.5	57756660.5	1	HETLOSS
MDL16-2366	23q	1	0	95509757.5	95509757.5	1	HETLOSS
