sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
X1230	A1BG	19	58345178	58353499	FALSE	885	0.279290844475182	65	57809152	58582769	0.724863591056359	4	0	0.724863591056359	4	0	773617	4	39	10	0	FALSE	CNLOH & GAIN	PASS
X1230	A1CF	10	50799409	50885675	FALSE	456	0.0770891576376071	58	31807600	56358200	0.582083694858823	4	NA	0.582083694858823	4	NA	24550600	NA	91	19	0	FALSE	GAIN (many states)	PASS
X1230	A2M	12	9067664	9116229	FALSE	521	-0.344074206855425	38	8457900	9398500	NA	2	NA	NA	2	NA	940600	NA	12	50	0	FALSE	DIPLOID or CNLOH	PASS
X1230	A2ML1	12	8822472	8887001	FALSE	521	-0.344074206855425	38	8457900	9398500	NA	2	NA	NA	2	NA	940600	NA	12	43	0	FALSE	DIPLOID or CNLOH	PASS
X1230	A3GALT2	1	33306766	33321098	FALSE	14	0.0282446698579277	54	33181000	43305100	0.724863591056359	3	NA	0.724863591056359	3	NA	10124100	NA	127	7	0	FALSE	GAIN (many states)	PASS
X1230	A4GALT	22	42692112	42721298	FALSE	984	-0.239047740619892	39	42141186	42909700	0.724863591056359	3	0	0.724863591056359	3	0	768514	3	10	6	1	FALSE	CNLOH & GAIN	PASS
X1230	A4GNT	3	138123718	138132387	FALSE	193	0.385315337910981	71	136854438	138707200	0.724863591056359	5	0	0.724863591056359	5	0	1852762	5	15	5	0	FALSE	AMP (LOH)	PASS
X1230	AAAS	12	53307456	53324864	FALSE	525	-0.35400293018585	38	37418300	92707900	NA	2	NA	NA	2	NA	55289600	NA	434	17	0	FALSE	DIPLOID or CNLOH	PASS
X1230	AACS	12	125065379	125143333	FALSE	548	-0.299451158265552	38	124967400	125326412	NA	2	NA	NA	2	NA	359012	NA	4	31	6	FALSE	DIPLOID or CNLOH	PASS
X1230	AADAC	3	151814037	151828488	FALSE	197	0.357499940038665	67	150575811	158100100	0.724863591056359	5	1	0.724863591056359	5	1	7524289	4	40	8	1	FALSE	AMP	PASS
X1230	AADACL2	3	151733916	151761339	FALSE	197	0.357499940038665	67	150575811	158100100	0.724863591056359	5	1	0.724863591056359	5	1	7524289	4	40	7	1	FALSE	AMP	PASS
X1230	AADACL3	1	12716115	12728759	FALSE	3	0.128794304675412	58	1738800	12777700	0.582083694858823	4	NA	0.582083694858823	4	NA	11038900	NA	121	9	0	FALSE	GAIN (many states)	PASS
X1230	AADACL4	1	12644547	12667086	FALSE	3	0.128794304675412	58	1738800	12777700	0.582083694858823	4	NA	0.582083694858823	4	NA	11038900	NA	121	6	0	FALSE	GAIN (many states)	PASS
X1230	AADAT	4	170060222	170091699	FALSE	242	-0.811161152420153	21	169508168	183708490	0.724863591056359	2	0	0.724863591056359	2	0	14200322	2	33	17	0	FALSE	CNLOH	PASS
X1230	AAGAB	15	67201033	67255195	FALSE	591	-0.336027458438546	38	22095100	100063700	NA	2	NA	NA	2	NA	77968600	NA	578	15	0	FALSE	DIPLOID or CNLOH	PASS
X1230	AAK1	2	69457997	69674349	FALSE	106	0.0634047900827666	54	54969900	97224800	0.724863591056359	3	NA	0.724863591056359	3	NA	42254900	NA	233	36	0	FALSE	GAIN (many states)	PASS
X1230	AAMDC	11	77821109	77918432	FALSE	497	0.0549910153932463	54	74370900	82850500	0.724863591056359	3	NA	0.724863591056359	3	NA	8479600	NA	51	21	0	FALSE	GAIN (many states)	PASS
