sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1230	1p	4	0	18581918	18893218	0.98	CNLOH & GAIN
X1230	3p	1	0	19345300	19345300	1	HETLOSS
X1230	4p	2	1	2581506	2581506	1	DIPLOID
X1230	4q	2	1	139329835	139329835	1	DIPLOID
X1230	5p	1	0	3005653.5	3005653.5	1	HETLOSS
X1230	6p	1	0	81300	81300	1	HETLOSS
X1230	6q	4	0	80389100	86579832	0.93	CNLOH & GAIN
X1230	7p	3	1	2908536.5	2908536.5	1	GAIN
X1230	8p	1	0	41561100	41561100	1	HETLOSS
X1230	9q	3	0	33709013	33709013	1	CNLOH & GAIN
X1230	11p	1	0	514300	514300	1	HETLOSS
X1230	11q	6	3	52133798	52133798	1	AMP (BALANCED)
X1230	12p	1	0	236200	236200	1	HETLOSS
X1230	12q	3	0	38027190	39559102	0.96	CNLOH & GAIN
X1230	13q	4	1	53126451	53262451	1	GAIN
X1230	18p	2	0	18113452.5	18113452.5	1	CNLOH
X1230	20p	2	0	24352500	24394200	1	CNLOH
X1230	20q	6	0	31430158	33069001	0.95	AMP (LOH)
X1230	22q	3	0	36038216	36476616	0.99	CNLOH & GAIN
X1230	23p	2	1	60224760.5	60224760.5	1	DIPLOID
X1230	23q	2	1	91415639.5	94265627.5	0.97	DIPLOID
