sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL18-3105	3p	6	0	6200216	6200216	1	AMP (LOH)
MDL18-3105	4p	6	1	40742106	40781406	1	AMP
MDL18-3105	4q	6	1	120696840	139277394	0.87	AMP
MDL18-3105	5p	1	0	40100	40100	1	LOSS BEFORE & AFTER
MDL18-3105	6q	6	3	87762966	97390096	0.9	AMP (BALANCED)
MDL18-3105	8q	6	0	82277927	92816577	0.89	AMP (LOH)
MDL18-3105	10q	6	3	58289900	65969055	0.88	AMP (BALANCED)
MDL18-3105	12p	0	0	7000	7000	1	HOMDEL
MDL18-3105	12q	4	1	33681068	34283075	0.98	CNLOH AFTER
MDL18-3105	13q	6	1	71990246	78009781	0.92	AMP
MDL18-3105	14q	6	3	12572876	14717624	0.85	AMP (BALANCED)
MDL18-3105	15q	6	3	39723500	39773900	1	AMP (BALANCED)
MDL18-3105	16p	6	3	25980685	29223185	0.89	AMP (BALANCED)
MDL18-3105	18p	6	3	18113652.5	18113652.5	1	AMP (BALANCED)
MDL18-3105	18q	6	3	58663447.5	61567797.5	0.95	AMP (BALANCED)
MDL18-3105	21q	5	1	27770916	34317098	0.81	LOSS & GAIN
MDL18-3105	23q	2	0	75679271	77922579	0.97	LOSS BEFORE
