sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-4853	1p	2	1	19927876.5	20731876.5	0.96	DIPLOID
MDL16-4853	3p	5	0	2741316	2741316	1	AMP (LOH)
MDL16-4853	4p	1	0	9099900	9277900	0.98	HETLOSS
MDL16-4853	6p	1	0	98500	98500	1	HETLOSS
MDL16-4853	8p	4	2	14243404.5	14243404.5	1	TETRAPLOID
MDL16-4853	8q	4	2	87967693.5	100070269.5	0.88	TETRAPLOID
MDL16-4853	9q	2	1	68609654	75310225	0.91	DIPLOID
MDL16-4853	10q	2	1	57020192	61519772	0.93	DIPLOID
MDL16-4853	12q	4	2	60935004	61653637	0.99	TETRAPLOID
MDL16-4853	13q	3	1	88742600	94852735	0.94	GAIN
MDL16-4853	16q	4	2	43587347	43743297	1	TETRAPLOID
MDL16-4853	17p	2	1	19980398	24547375.5	0.81	DIPLOID
MDL16-4853	18p	4	0	18113652.5	18113652.5	1	CNLOH & GAIN
MDL16-4853	19p	2	1	18960481	23434700	0.81	DIPLOID
MDL16-4853	19q	4	2	24215901	28199673	0.86	TETRAPLOID
MDL16-4853	20p	5	0	23663152	28076416	0.84	AMP (LOH)
MDL16-4853	23p	4	0	59043560.5	59043560.5	1	CNLOH & GAIN
