sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X970	1q	2	1	102213472	123645232	0.83	DIPLOID
X970	2p	1	0	120300	120300	1	HETLOSS
X970	2q	2	1	139052525	142918125	0.97	DIPLOID
X970	3p	1	0	770500	770500	1	HETLOSS
X970	4p	1	0	1399300	1399300	1	HETLOSS
X970	4q	2	1	86970486	88763022	0.98	DIPLOID
X970	6q	1	0	77107500	78624800	0.98	HETLOSS
X970	7p	1	0	47570600	47570600	1	HETLOSS
X970	8p	1	0	40306900	40433000	1	HETLOSS
X970	9p	1	0	27938500	27938500	1	HETLOSS
X970	11p	1	0	18581200	18581200	1	HETLOSS
X970	12q	2	1	33077817	40525317	0.82	DIPLOID
X970	13q	1	0	81412200	94743700	0.86	HETLOSS
X970	15q	2	1	8969062	9567762	0.94	DIPLOID
X970	17p	1	0	24581640.5	24581640.5	1	HETLOSS
X970	18p	1	0	18113552.5	18113552.5	1	HETLOSS
X970	18q	1	0	61801647.5	61801647.5	1	HETLOSS
X970	20p	2	1	20436400	20436400	1	DIPLOID
X970	21q	2	1	28004267	34111459	0.82	DIPLOID
X970	23p	1	0	37508660.5	37508660.5	1	HETLOSS
X970	23q	1	0	95515246.5	95515246.5	1	HETLOSS
