sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2665	1p	4	2	19796804.5	23124403.5	0.86	TETRAPLOID
X2665	1q	4	2	111710761.5	122334255.5	0.91	TETRAPLOID
X2665	2q	4	2	133898081	139893537	0.96	TETRAPLOID
X2665	3p	4	2	33644316	33644316	1	TETRAPLOID
X2665	4q	2	0	105868400	105868400	1	CNLOH
X2665	5q	4	2	88252980	96513569	0.91	TETRAPLOID
X2665	7q	4	2	45271489	52619991	0.86	TETRAPLOID
X2665	8p	0	0	150900	150900	1	HOMDEL
X2665	11q	4	2	49444933	56087978	0.88	TETRAPLOID
X2665	12p	0	0	87300	87300	1	HOMDEL
X2665	13q	4	0	11902870	13663970	0.87	CNLOH & GAIN
X2665	15q	6	2	12399800	12399800	1	AMP
X2665	17q	5	0	34951415	42253074.5	0.83	AMP (LOH)
X2665	18p	7	3	2515717	2515717	1	AMP
X2665	18q	4	2	53640655	57763405	0.93	TETRAPLOID
X2665	23q	2	0	49556900	50791255	0.98	CNLOH
