sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
MDL17-3883	A1BG	19	58345178	58353499	FALSE	831	-0.363485241537252	45	58009526	58510900	NA	2	NA	NA	2	NA	501374	NA	22	10	0	FALSE	DIPLOID or CNLOH	PASS
MDL17-3883	A1CF	10	50799409	50885675	FALSE	426	-0.0260305597684289	63	48251500	54369300	0.661029014282207	3	NA	0.661029014282207	3	NA	6117800	NA	28	19	0	FALSE	GAIN (many states)	PASS
MDL17-3883	A2M	12	9067664	9116229	FALSE	510	-0.142727555288651	57	7124600	9565300	0.654529683953534	3	NA	0.654529683953534	3	NA	2440700	NA	33	49	0	FALSE	GAIN (many states)	PASS
MDL17-3883	A2ML1	12	8822472	8887001	FALSE	510	-0.142727555288651	57	7124600	9565300	0.654529683953534	3	NA	0.654529683953534	3	NA	2440700	NA	33	42	0	FALSE	GAIN (many states)	PASS
MDL17-3883	A3GALT2	1	33306766	33321098	FALSE	9	-0.0800779888737583	60	31764800	43579100	0.638859575950761	3	NA	0.638859575950761	3	NA	11814300	NA	168	7	0	FALSE	GAIN (many states)	PASS
MDL17-3883	A4GALT	22	42692112	42721298	FALSE	910	-0.38775242824699	42	42151418	49623230	1	2	1	1	2	1	7471812	1	51	6	0	FALSE	DIPLOID	PASS
MDL17-3883	A4GNT	3	138123718	138132387	FALSE	196	-0.13336425033163	55	133390100	139371894	0.672771269294812	3	0	0.672771269294812	3	0	5981794	3	40	5	1	FALSE	CNLOH & GAIN	PASS
MDL17-3883	AAAS	12	53307456	53324864	FALSE	513	0.0868822002321977	71	53006600	57156200	0.672771269294812	3	NA	0.672771269294812	3	NA	4149600	NA	133	17	0	FALSE	GAIN (many states)	PASS
MDL17-3883	AACS	12	125065379	125143333	FALSE	532	-0.161819596465003	54	122557600	125654200	0.672771269294812	3	1	0.672771269294812	3	1	3096600	2	38	30	5	FALSE	GAIN	PASS
MDL17-3883	AADAC	3	151814037	151828488	FALSE	200	0.0410613133617018	68	150552290	168024400	0.450567900645661	4	2	0.450567900645661	4	2	17472110	2	71	8	1	FALSE	TETRAPLOID	PASS
