sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X93	1p	4	2	58052240	58421940	0.99	TETRAPLOID
X93	1q	4	2	86925046	104430503	0.83	TETRAPLOID
X93	3p	4	2	2741616	2741616	1	TETRAPLOID
X93	4q	2	0	108898666	108898666	1	LOSS BEFORE
X93	5q	4	2	65596457	68213046	0.96	TETRAPLOID
X93	6q	2	0	66905574	67321232	0.99	LOSS BEFORE
X93	7p	4	0	27377036.5	27377036.5	1	CNLOH BEFORE
X93	8p	0	0	252500	252500	1	HOMDEL
X93	8q	10	1	45418959	46310070	0.98	TRUE:10:9:1
X93	9q	3	0	46314662	46472317	1	CNLOH BEFORE & LOSS
X93	10q	4	2	29262904	34292604	0.85	TETRAPLOID
X93	12p	0	0	7000	7000	1	HOMDEL
X93	12q	4	2	61158100	76394559	0.8	TETRAPLOID
X93	13q	2	0	13230101	13230101	1	LOSS BEFORE
X93	14q	5	2	12772315	13976317	0.91	GAIN
X93	15q	4	2	26377300	26405400	1	TETRAPLOID
X93	16p	4	2	33067456.5	34131910.5	0.97	TETRAPLOID
X93	18p	4	2	18113452.5	18113452.5	1	TETRAPLOID
X93	20p	4	2	26617490	26650990	1	TETRAPLOID
X93	22q	2	0	32673661	34222192	0.95	LOSS BEFORE
X93	23p	3	0	60225060.5	60225060.5	1	CNLOH BEFORE & LOSS
X93	23q	3	0	95518239.5	95518239.5	1	CNLOH BEFORE & LOSS
