sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-2187	1p	3	1	84490000	88462091.5	0.96	LOSS AFTER
MDL16-2187	2p	4	2	4253551	4253551	1	TETRAPLOID
MDL16-2187	3p	3	1	92016116	92016116	1	LOSS AFTER
MDL16-2187	3q	3	1	90940978	105619911	0.86	LOSS AFTER
MDL16-2187	4p	3	1	40731106	40924206	1	LOSS AFTER
MDL16-2187	4q	3	1	137416281	137416281	1	LOSS AFTER
MDL16-2187	5q	3	1	70065757	78449783	0.89	LOSS AFTER
MDL16-2187	6p	3	1	15077511	15077511	1	LOSS AFTER
MDL16-2187	6q	3	1	100883293	111102936	0.91	LOSS AFTER
MDL16-2187	7p	3	1	29232736.5	29232736.5	1	LOSS AFTER
MDL16-2187	7q	3	1	96922199.5	99246557.5	0.98	LOSS AFTER
MDL16-2187	10q	3	1	76813371	87412350	0.88	LOSS AFTER
MDL16-2187	11p	3	1	49411911	49411911	1	LOSS AFTER
MDL16-2187	11q	3	1	75234639	81611882	0.92	LOSS AFTER
MDL16-2187	12p	3	1	35910329.5	35917329.5	1	LOSS AFTER
MDL16-2187	13q	4	2	64610081	71394025	0.9	TETRAPLOID
MDL16-2187	15q	3	1	69065500	69065500	1	LOSS AFTER
MDL16-2187	17p	3	1	21218700	24642162.5	0.86	LOSS AFTER
MDL16-2187	17q	4	2	47050335	58523452.5	0.8	TETRAPLOID
MDL16-2187	18p	4	0	18113652.5	18113652.5	1	CNLOH BEFORE
MDL16-2187	18q	4	0	62086347.5	62086347.5	1	CNLOH BEFORE
MDL16-2187	20p	4	0	28149490	28149490	1	CNLOH BEFORE
MDL16-2187	21q	4	0	32217226	34784472	0.93	CNLOH BEFORE
MDL16-2187	23p	4	0	60224960.5	60224960.5	1	CNLOH BEFORE
MDL16-2187	23q	4	0	88478539.5	94253939.5	0.94	CNLOH BEFORE
