sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X94	1q	4	2	119223623.5	124639208.5	0.96	TETRAPLOID
X94	3p	4	2	33576816	33576816	1	TETRAPLOID
X94	3q	4	2	97033056	103293224	0.94	TETRAPLOID
X94	4q	4	2	112491798	112491798	1	TETRAPLOID
X94	5q	4	2	78005032	78005032	1	TETRAPLOID
X94	6p	1	0	229100	248300	0.92	LOSS BEFORE & AFTER
X94	6q	2	0	65373094	78419547	0.83	LOSS BEFORE
X94	7q	4	2	61002633	61002633	1	TETRAPLOID
X94	9p	4	2	39963396.5	39963396.5	1	TETRAPLOID
X94	9q	4	2	92727997.5	92727997.5	1	TETRAPLOID
X94	10q	2	0	38028311	38037794	1	LOSS BEFORE
X94	12q	2	0	34180309	34180309	1	LOSS BEFORE
X94	13q	4	2	26361182	26361182	1	TETRAPLOID
X94	14q	4	2	6228613	6228613	1	TETRAPLOID
X94	15q	4	0	41630100	41630100	1	CNLOH BEFORE
X94	17p	2	0	19132777.5	19132777.5	1	LOSS BEFORE
X94	18p	4	2	18113552.5	18113552.5	1	TETRAPLOID
X94	19p	4	2	12890673	14129433	0.91	TETRAPLOID
X94	20p	4	2	23054190	23054190	1	TETRAPLOID
X94	20q	4	2	28923614	35964221	0.8	TETRAPLOID
X94	21q	4	2	34635611	34635611	1	TETRAPLOID
X94	23p	4	2	11308960.5	11308960.5	1	TETRAPLOID
X94	23q	4	2	93955956.5	93955956.5	1	TETRAPLOID
