sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-372	1p	2	0	50279000	61294262.5	0.82	CNLOH
MDL16-372	2p	2	1	4253551	4253551	1	DIPLOID
MDL16-372	2q	2	1	122863880	147873248	0.83	DIPLOID
MDL16-372	3q	2	1	98354516	98454529	1	DIPLOID
MDL16-372	4p	1	0	9099900	9293400	0.98	HETLOSS
MDL16-372	4q	2	1	99324878	99324878	1	DIPLOID
MDL16-372	7p	3	1	13982736.5	13982736.5	1	GAIN
MDL16-372	8p	1	0	43461100	43461100	1	HETLOSS
MDL16-372	9p	1	0	5365496.5	5365496.5	1	HETLOSS
MDL16-372	10p	1	0	1994801.5	1994801.5	1	HETLOSS
MDL16-372	10q	2	0	82822923	93018921.5	0.89	CNLOH
MDL16-372	11p	1	0	8115711	8115711	1	HETLOSS
MDL16-372	11q	4	1	34142763	42522852	0.8	GAIN
MDL16-372	12p	1	0	157000	157000	1	HETLOSS
MDL16-372	12q	2	1	31961575	32828228	0.97	DIPLOID
MDL16-372	13q	2	0	96153000	96153000	1	CNLOH
MDL16-372	14q	2	1	42072618	45915990	0.92	DIPLOID
MDL16-372	15q	2	1	70922600	81977900	0.87	DIPLOID
MDL16-372	17q	2	1	51375899	57716036.5	0.89	DIPLOID
MDL16-372	18p	3	1	4589250	4589250	1	GAIN
MDL16-372	18q	2	0	59296100	59296100	1	CNLOH
MDL16-372	19p	1	0	22103699	22495815	0.98	HETLOSS
MDL16-372	20p	2	0	25760934	28140824	0.92	CNLOH
MDL16-372	20q	2	1	32287377	36043193	0.9	DIPLOID
MDL16-372	22q	1	0	32799882	36785921	0.89	HETLOSS
MDL16-372	23p	1	0	60224960.5	60224960.5	1	HETLOSS
MDL16-372	23q	1	0	95518019.5	95518019.5	1	HETLOSS
