Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	X1032	X103	X1040	X106	X1097	X1098	X1172	X1177	X1192	X1196	X119	X120	X1230	X1237	X1265	X1269	X1283	X128	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X2316	X2354	X2357	X2360	X2362	X2374	X23	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X935	X93	X94	X970	X987	X991	
Amplification Peak  1	1p36.33 	chr1:1087301-1457099(probes 84:146)                 	chr1:1338501-1353899(probes 126:129)                	chr1:817401-3050744(probes 27:351)                   	0.002785	   0.016348		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	1	1	1	2	1	0	0	1	1	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	1	0	1	2	1	0	0	0	2	1	1	0	0	2	1	0	1	0	0	2	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
Amplification Peak  2	1p34.2  	chr1:37475801-43859662(probes 3462:3993)          	chr1:42536501-42751799(probes 3864:3888)          	chr1:41584801-43432749(probes 3810:3956)          	0.060139	    0.24186		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	2	0	2	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	
Amplification Peak  3	1q21.2  	chr1:150355807-150936391(probes 10982:11083)    	chr1:150577557-150579565(probes 11031:11032)    	chr1:149900501-152220154(probes 10880:11366)    	4.5229e-05	 4.5229e-05		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	2	2	0	2	2	2	2	1	1	0	2	1	0	1	0	0	2	1	2	1	0	0	0	0	1	1	0	0	1	2	0	1	0	1	0	2	2	1	0	2	2	1	0	0	2	0	2	1	0	0	1	0	1	0	1	1	1	1	2	2	1	1	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	2	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	0	1	0	2	1	
Amplification Peak  4	2p25.1  	chr2:8029051-10610999(probes 21989:22172)          	chr2:9456901-9630499(probes 22081:22099)            	chr2:9456901-9660262(probes 22081:22102)            	0.20764	    0.20764		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	2	0	0	2	1	0	0	0	2	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	1	1	1	0	2	1	1	0	0	0	0	1	1	1	2	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	
Amplification Peak  5	2q11.2  	chr2:97191101-97245699(probes 28237:28242)        	chr2:97192801-97245299(probes 28238:28241)        	chr2:97183501-97558499(probes 28233:28259)        	0.0003156	   0.002785		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	2	2	0	1	0	0	0	1	1	1	0	2	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	2	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	1	0	1	2	0	0	1	0	
Amplification Peak  6	2q14.1  	chr2:113199245-113406699(probes 29536:29551)    	chr2:113263401-113406405(probes 29549:29550)    	chr2:113127601-113493899(probes 29503:29566)    	0.0069254	   0.036731		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	2	0	2	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	1	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	1	0	
Amplification Peak  7	2q31.2  	chr2:177514643-177817927(probes 34172:34194)    	chr2:177552770-177617540(probes 34175:34176)    	chr2:177523891-177728199(probes 34173:34192)    	0.10255	    0.22007		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	1	0	2	1	0	2	0	2	0	1	0	1	0	1	0	2	1	1	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	1	0	
Amplification Peak  8	3q26.2  	chr3:168085901-170384699(probes 54378:54552)    	chr3:169796798-169821999(probes 54479:54482)    	chr3:155524112-198295559(probes 53610:57189)    	2.0133e-13	 2.0133e-13		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	1	1	2	1	2	1	1	0	2	2	1	2	0	2	2	1	0	2	0	1	2	0	0	0	1	0	1	1	2	2	2	2	0	1	0	2	1	1	2	2	0	2	2	2	2	1	2	0	2	1	2	2	1	1	1	1	1	0	0	2	1	1	0	2	1	1	1	1	1	2	2	1	2	0	1	2	1	0	0	1	2	0	2	2	2	2	1	1	2	0	1	0	2	1	0	1	0	0	1	0	1	2	2	1	2	2	1	2	0	0	2	0	1	1	0	
Amplification Peak  9	4p16.3  	chr4:161901-2273999(probes 57204:57442)              	chr4:1740001-1825499(probes 57381:57390)            	chr4:1406001-1843099(probes 57366:57395)            	0.084404	   0.084404		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	1	2	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	
Amplification Peak 10	5p15.33 	chr5:1-1344499(probes 70978:71128)                   	chr5:653301-710699(probes 71046:71048)                	chr5:1-2753299(probes 70978:71191)                   	0.0017286	  0.0017286		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	2	0	0	0	2	1	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	2	2	1	0	2	0	0	0	2	0	0	2	0	0	0	1	1	1	2	2	0	1	1	1	1	1	2	1	2	0	0	0	0	2	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	2	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	
Amplification Peak 11	5q31.3  	chr5:140841615-140869205(probes 80575:80581)    	chr5:140841828-140863399(probes 80576:80580)    	chr5:140841828-140869568(probes 80576:80583)    	1.7433e-10	 1.7433e-10		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	1	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	2	0	0	1	1	1	0	0	0	1	0	2	2	2	2	0	0	0	2	0	0	0	0	0	1	0	0	2	0	2	2	1	2	0	2	0	0	0	0	0	1	0	0	2	1	
Amplification Peak 12	6p21.33 	chr6:31995701-32008799(probes 87193:87197)        	chr6:31995901-32007599(probes 87194:87196)        	chr6:31979601-32046499(probes 87188:87217)        	3.6801e-09	 3.6801e-09		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	2	1	0	1	2	1	1	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	2	0	1	2	2	0	0	2	0	1	0	2	2	0	0	0	0	0	2	0	1	0	1	2	2	1	0	0	1	1	1	0	0	1	0	0	2	0	0	0	1	2	2	2	0	2	0	0	0	1	0	0	1	2	0	0	0	0	2	0	2	0	2	2	0	1	0	1	0	0	0	0	0	0	2	0	
Amplification Peak 13	7q34    	chr7:142065912-142095480(probes 109630:109638)  	chr7:142067539-142095047(probes 109631:109637)  	chr7:142064425-142100599(probes 109628:109642)  	8.0317e-10	 8.0317e-10		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	1	0	0	2	1	0	2	1	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	2	0	0	0	2	1	0	2	0	1	0	1	0	1	0	1	1	2	1	0	2	1	1	0	2	2	0	0	0	1	1	0	0	1	2	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	1	0	2	2	0	2	1	0	2	1	0	1	2	1	1	1	0	0	0	0	2	1	0	1	1	1	0	2	0	0	0	2	0	0	2	0	
Amplification Peak 14	8p11.1  	chr8:42874001-46614499(probes 114421:114478)      	chr8:43197801-43292899(probes 114459:114468)      	chr8:42887901-46630979(probes 114422:114480)      	0.036731	   0.036731		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	2	1	0	0	2	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	1	0	2	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	2	0	1	1	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	2	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	
Amplification Peak 15	8q24.3  	chr8:143838001-143958499(probes 121267:121345)  	chr8:143925454-143931699(probes 121313:121320)  	chr8:115492401-145138636(probes 119319:121619)  	5.706e-19	  5.706e-19		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	0	0	1	2	2	2	1	2	2	2	2	2	0	2	1	2	1	2	0	1	2	0	2	2	2	1	1	2	2	2	2	0	1	0	0	2	2	0	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2	0	1	2	1	1	1	1	1	0	2	1	1	1	0	0	2	0	2	1	2	2	0	1	1	1	0	2	0	2	0	2	2	0	0	0	2	2	1	2	1	2	1	2	2	0	1	0	2	2	2	2	0	2	1	1	0	1	2	2	2	2	1	1	
Amplification Peak 16	9p24.2  	chr9:1056801-3234849(probes 121732:121817)          	chr9:2654001-3225399(probes 121800:121816)          	chr9:2654001-3253749(probes 121800:121819)          	0.20764	    0.20764		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	1	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	2	0	1	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 17	10q26.13	chr10:122580597-122597295(probes 141970:141977)	chr10:122580892-122593999(probes 141971:141976)	chr10:122578801-122619299(probes 141966:141988)	4.4507e-11	 4.4507e-11		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	1	2	0	0	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	2	2	0	2	0	0	0	0	0	1	0	1	0	0	1	2	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	2	2	0	
Amplification Peak 18	11q14.1 	chr11:76464101-78864059(probes 149533:149786)    	chr11:78114701-78196299(probes 149699:149705)    	chr11:75456901-80018671(probes 149437:149831)    	0.0010599	  0.0023756		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	2	0	2	0	1	0	0	2	2	0	1	1	0	1	0	1	0	1	1	0	0	2	2	2	1	0	2	0	1	2	0	1	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	2	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	2	2	0	0	
Amplification Peak 19	11q25   	chr11:134374101-135086622(probes 154505:154562)	chr11:134486812-135086622(probes 154512:154562)	chr11:134381901-135086622(probes 154506:154562)	0.064472	    0.19717		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	0	1	1	1	2	0	0	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	1	0	0	0	2	0	0	0	
Amplification Peak 20	12p13.33	chr12:1-1869199(probes 154563:154766)                	chr12:260101-285699(probes 154596:154596)            	chr12:1-5503399(probes 154563:155046)                	5.6826e-05	 5.6826e-05		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	1	2	0	1	2	2	0	1	0	1	1	0	2	0	0	0	1	1	2	1	2	0	0	2	2	2	2	1	1	0	0	2	0	1	0	1	0	2	0	0	2	2	0	0	0	0	2	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	1	1	0	1	0	1	0	2	1	0	0	0	1	1	2	0	2	1	2	0	
Amplification Peak 21	12q13.2 	chr12:56044001-56216299(probes 159057:159081)    	chr12:56143101-56172999(probes 159072:159075)    	chr12:56143101-56184349(probes 159072:159078)    	0.24897	    0.24897		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	
Amplification Peak 22	13q33.1 	chr13:102732601-102742599(probes 171961:171978)	chr13:102736972-102738354(probes 171970:171971)	chr13:102690984-102769599(probes 171953:171989)	0.011345	   0.011345		0: t<0.25; 1: 0.25<t< 0.9; 2: t>0.9	0	2	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	1	0	2	1	0	0	1	2	0	2	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	
