sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-3785	1p	4	2	94843306	97437094	0.97	TETRAPLOID
MDL16-3785	1q	4	2	88576870	103163075	0.86	TETRAPLOID
MDL16-3785	2q	4	2	122728855	144570088	0.85	TETRAPLOID
MDL16-3785	3p	4	2	92016116	92016116	1	TETRAPLOID
MDL16-3785	4p	4	2	40731106	40731106	1	TETRAPLOID
MDL16-3785	4q	4	2	138926866	138926866	1	TETRAPLOID
MDL16-3785	7q	4	2	72244486	82077899	0.88	TETRAPLOID
MDL16-3785	8p	4	2	17253704.5	17253704.5	1	TETRAPLOID
MDL16-3785	8q	4	2	93174808.5	100095025.5	0.93	TETRAPLOID
MDL16-3785	9p	4	2	44293996.5	44293996.5	1	TETRAPLOID
MDL16-3785	9q	4	2	78262798.5	93533153.5	0.84	TETRAPLOID
MDL16-3785	10q	4	2	36972927	45924259	0.81	TETRAPLOID
MDL16-3785	11p	4	2	49829111	49829111	1	TETRAPLOID
MDL16-3785	11q	4	2	76056146	82232513	0.92	TETRAPLOID
MDL16-3785	13q	4	2	88920900	91909361	0.97	TETRAPLOID
MDL16-3785	15q	4	2	33332779	33647248	0.99	TETRAPLOID
MDL16-3785	17q	4	2	46915591	57964951.5	0.81	TETRAPLOID
MDL16-3785	18p	4	2	18113652.5	18113652.5	1	TETRAPLOID
MDL16-3785	18q	4	2	58653151.5	61342495.5	0.96	TETRAPLOID
MDL16-3785	19p	4	2	25737527	25737527	1	TETRAPLOID
MDL16-3785	20p	4	2	28149490	28149490	1	TETRAPLOID
MDL16-3785	20q	4	2	30728849	34464879	0.89	TETRAPLOID
MDL16-3785	21q	4	2	32413836	34314928	0.94	TETRAPLOID
MDL16-3785	23p	2	0	57756960.5	57766160.5	1	LOSS BEFORE
MDL16-3785	23q	2	0	80732539.5	93378804.5	0.86	LOSS BEFORE
