sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X88	1p	2	1	90298491.5	90298491.5	1	DIPLOID
X88	1q	2	1	125456519.5	125456519.5	1	DIPLOID
X88	2p	2	1	93125051	93125051	1	DIPLOID
X88	2q	2	1	144658727	148095003	0.98	DIPLOID
X88	3p	2	1	39318016	39318016	1	DIPLOID
X88	3q	2	1	105963097	105963097	1	DIPLOID
X88	4p	2	1	46600506	46600506	1	DIPLOID
X88	4q	2	1	135862794	135862794	1	DIPLOID
X88	5p	2	1	42896553.5	42896553.5	1	DIPLOID
X88	5q	2	1	133008049.5	133008049.5	1	DIPLOID
X88	6p	2	1	25604211	25604211	1	DIPLOID
X88	6q	2	1	111448289	111448289	1	DIPLOID
X88	7q	2	1	55918657	58337190	0.96	DIPLOID
X88	8q	2	1	73168292	74504480	0.98	DIPLOID
X88	9p	2	1	44292496.5	44292496.5	1	DIPLOID
X88	9q	2	1	91744230.5	93764772.5	0.98	DIPLOID
X88	10p	2	1	40592801.5	40592801.5	1	DIPLOID
X88	10q	2	1	91826152.5	93017504.5	0.99	DIPLOID
X88	11q	2	1	63321176	63321176	1	DIPLOID
X88	12p	3	1	35965229.5	35965229.5	1	GAIN
X88	12q	3	1	97257060.5	97257060.5	1	GAIN
X88	13q	2	1	94590500	96092481	0.98	DIPLOID
X88	14q	3	1	4973800	5946163	0.84	GAIN
X88	15q	2	1	1485155	1485155	1	DIPLOID
X88	16p	2	1	28414700	29796156.5	0.95	DIPLOID
X88	17p	2	1	20156121.5	20156121.5	1	DIPLOID
X88	17q	2	1	56141353.5	58499091.5	0.96	DIPLOID
X88	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X88	18q	2	1	62086411.5	62086411.5	1	DIPLOID
X88	19q	2	1	32735193	32735193	1	DIPLOID
X88	20p	2	1	27789390	27789390	1	DIPLOID
X88	20q	2	1	34099269	36090267	0.94	DIPLOID
X88	21q	2	1	33590216	34790920	0.97	DIPLOID
X88	22q	2	1	30649158	36745399	0.83	DIPLOID
X88	23p	2	1	60224960.5	60224960.5	1	DIPLOID
X88	23q	2	1	92846839.5	93991547.5	0.99	DIPLOID
