sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL16-4473	2q	4	2	137458524	143523966	0.96	TETRAPLOID
MDL16-4473	3p	4	2	37328616	37328616	1	TETRAPLOID
MDL16-4473	4p	1	0	9099900	9277900	0.98	LOSS BEFORE & AFTER
MDL16-4473	4q	4	2	118715370	120775214	0.98	TETRAPLOID
MDL16-4473	5p	0	0	40100	40100	1	HOMDEL
MDL16-4473	5q	4	2	110459398	110837341	1	TETRAPLOID
MDL16-4473	6p	4	2	59085811	59085811	1	TETRAPLOID
MDL16-4473	6q	4	2	100423364	111187237	0.9	TETRAPLOID
MDL16-4473	8p	4	2	17253704.5	17253704.5	1	TETRAPLOID
MDL16-4473	8q	4	2	97285309.5	99980386.5	0.97	TETRAPLOID
MDL16-4473	9p	4	2	44281996.5	44281996.5	1	TETRAPLOID
MDL16-4473	9q	4	2	78914903.5	92528109.5	0.85	TETRAPLOID
MDL16-4473	12p	4	2	29661429.5	29661429.5	1	TETRAPLOID
MDL16-4473	13q	4	2	88928158	95328293	0.93	TETRAPLOID
MDL16-4473	14q	4	0	39333600	43130921	0.91	CNLOH BEFORE
MDL16-4473	15q	3	1	69274700	82080800	0.84	LOSS AFTER
MDL16-4473	16p	4	2	29562269	33893369	0.87	TETRAPLOID
MDL16-4473	17q	4	2	54082736	58326905.5	0.93	TETRAPLOID
MDL16-4473	18p	4	2	18113652.5	18113652.5	1	TETRAPLOID
MDL16-4473	18q	4	2	62086347.5	62086347.5	1	TETRAPLOID
MDL16-4473	19q	4	2	28144038	32719020	0.86	TETRAPLOID
MDL16-4473	20p	4	2	26617490	26650590	1	TETRAPLOID
MDL16-4473	23p	3	1	60224960.5	60224960.5	1	LOSS AFTER
