sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
MDL17-5335	1p	3	1	61967616.5	74245519.5	0.83	GAIN
MDL17-5335	2p	1	0	6170600	6170600	1	HETLOSS
MDL17-5335	3p	1	0	1328800	1328800	1	HETLOSS
MDL17-5335	4q	3	1	135889844	137851175	0.99	GAIN
MDL17-5335	5p	1	0	2282500	2282500	1	HETLOSS
MDL17-5335	6p	3	1	26088111	26088111	1	GAIN
MDL17-5335	7p	1	0	6656600	6656600	1	HETLOSS
MDL17-5335	8q	6	2	52236700	65105838	0.8	AMP
MDL17-5335	10p	1	0	3111200	3111200	1	HETLOSS
MDL17-5335	11p	1	0	3865600	3865600	1	HETLOSS
MDL17-5335	11q	2	1	44969661	44969661	1	DIPLOID
MDL17-5335	12p	1	0	415300	415300	1	HETLOSS
MDL17-5335	13q	2	1	10402062	12994662	0.8	DIPLOID
MDL17-5335	16p	2	1	27487979	33458280	0.82	DIPLOID
MDL17-5335	17p	2	1	16384427	19807889.5	0.83	DIPLOID
MDL17-5335	18p	2	1	7653679.5	7653679.5	1	DIPLOID
MDL17-5335	18q	2	1	61289190.5	61289190.5	1	DIPLOID
MDL17-5335	22q	2	1	35923361	36660280	0.98	DIPLOID
MDL17-5335	23p	1	0	60123560.5	60123560.5	1	HETLOSS
MDL17-5335	23q	1	0	95512591.5	95512591.5	1	HETLOSS
