sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2949	1q	2	0	87736978	102855764	0.85	CNLOH
X2949	4p	2	1	41459306	41552106	1	DIPLOID
X2949	5p	1	0	31200	31200	1	HETLOSS
X2949	5q	2	1	110306690	110819621	1	DIPLOID
X2949	7p	2	0	3478136.5	3478136.5	1	CNLOH
X2949	8p	1	0	35188000	35306400	1	HETLOSS
X2949	8q	4	2	46634048	46893932	0.99	TETRAPLOID
X2949	9p	1	0	44441996.5	44441996.5	1	HETLOSS
X2949	9q	1	0	93758213.5	93758213.5	1	HETLOSS
X2949	10q	2	0	28589421	29250621	0.98	CNLOH
X2949	11p	1	0	11318200	11318200	1	HETLOSS
X2949	11q	3	0	49595490	52253255	0.95	CNLOH & GAIN
X2949	13q	3	0	54504063	54504063	1	CNLOH & GAIN
X2949	14q	2	1	79330757	84585100	0.94	DIPLOID
X2949	15q	2	0	57328303	61127850	0.94	CNLOH
X2949	16q	1	0	43614057	43763357	1	HETLOSS
X2949	17p	2	0	18696107	23296358.5	0.8	CNLOH
X2949	17q	3	0	53013637	56107824.5	0.94	CNLOH & GAIN
X2949	18p	2	1	14951700	18112817.5	0.83	DIPLOID
X2949	18q	2	1	54868320	61902488.5	0.89	DIPLOID
X2949	20p	4	2	16314218	16314218	1	TETRAPLOID
X2949	20q	4	2	31564389	36077310	0.87	TETRAPLOID
X2949	21q	2	1	34006974	34788874	0.98	DIPLOID
X2949	23p	1	0	60224960.5	60224960.5	1	HETLOSS
X2949	23q	1	0	92594855.5	95393355.5	0.97	HETLOSS
